id_protein	id_pfam	start	end	length
71	PF00794	409	512	104
71	PF00792	703	843	141
71	PF00454	1132	1347	216
71	PF00787	1450	1534	85
71	PF00168	1572	1680	109
71	PF00613	863	1046	184
72	PF18409	699	807	109
72	PF00069	12	265	254
72	PF18190	591	697	107
73	PF00168	123	229	107
73	PF00168	254	361	108
74	PF16454	428	596	169
74	PF00620	125	263	139
74	PF00017	622	696	75
74	PF00017	330	405	76
75	PF07393	89	707	619
76	PF06522	11	78	68
77	PF01398	26	139	114
77	PF13012	173	307	135
78	PF03114	18	268	251
78	PF14604	527	590	64
79	PF00514	146	186	41
79	PF00514	103	144	42
79	PF00514	357	397	41
79	PF00514	273	313	41
79	PF00514	315	355	41
79	PF00514	188	229	42
79	PF00514	400	440	41
79	PF01749	11	93	83
79	PF16186	447	499	53
79	PF00514	232	271	40
80	PF00069	20	270	251
81	PF01425	95	562	468
82	PF00373	517	640	124
82	PF16705	22	198	177
82	PF00023	320	352	33
83	PF13927	35	113	79
83	PF07679	423	511	89
83	PF00041	811	904	94
83	PF00041	613	698	86
83	PF00047	519	604	86
83	PF13927	330	405	76
83	PF00041	917	1005	89
83	PF13882	1104	1189	86
83	PF13927	234	314	81
83	PF00041	713	796	84
84	PF06732	7	280	274
84	PF16589	323	414	92
85	PF00595	198	270	73
85	PF00595	114	191	78
86	PF04006	25	594	570
87	PF01798	174	407	234
87	PF08156	5	70	66
88	PF00271	426	536	111
88	PF00270	204	392	189
89	PF00445	34	213	180
90	PF00048	29	90	62
91	PF04757	26	267	242
92	PF00400	102	141	40
92	PF00400	145	184	40
92	PF00400	232	271	40
92	PF00400	58	96	39
93	PF00514	273	313	41
93	PF00514	357	397	41
93	PF00514	315	355	41
93	PF00514	400	440	41
93	PF00514	188	229	42
93	PF00514	232	271	40
93	PF00514	103	144	42
93	PF01749	11	93	83
93	PF00514	146	186	41
93	PF16186	447	499	53
94	PF00149	46	241	196
95	PF00334	38	172	135
96	PF00168	1517	1626	110
96	PF00794	364	466	103
96	PF00613	809	991	183
96	PF00787	1392	1477	86
96	PF00792	648	788	141
96	PF00454	1077	1292	216
97	PF18913	203	333	131
97	PF00316	12	199	188
98	PF08543	71	284	214
100	PF03359	645	977	333
101	PF01569	101	251	151
102	PF01569	129	279	151
103	PF07679	238	328	91
103	PF02158	430	831	402
104	PF00090	413	461	49
104	PF00002	944	1180	237
104	PF16489	661	859	199
104	PF02793	578	637	60
104	PF00090	358	406	49
104	PF00090	265	314	50
104	PF19188	41	220	180
104	PF00090	526	574	49
104	PF00090	471	519	49
104	PF01825	882	932	51
105	PF00102	912	1142	231
105	PF00629	32	190	159
105	PF00041	498	578	81
105	PF00041	290	374	85
105	PF00102	1202	1436	235
106	PF01979	64	453	390
107	PF02238	58	110	53
108	PF00400	476	518	43
108	PF11540	143	173	31
109	PF00780	1601	1861	261
109	PF00069	97	360	264
109	PF00169	1444	1563	120
110	PF00193	160	254	95
110	PF00084	1215	1271	57
110	PF07686	43	158	116
110	PF00059	1105	1210	106
110	PF00008	1012	1042	31
110	PF00193	261	356	96
111	PF01176	32	94	63
112	PF06375	661	807	147
112	PF01602	32	583	552
113	PF00412	285	331	47
113	PF00412	99	154	56
113	PF00412	158	213	56
113	PF00412	226	281	56
113	PF16182	349	728	380
113	PF02209	743	778	36
114	PF00595	267	352	86
114	PF00610	436	505	70
114	PF00778	13	89	77
114	PF02377	105	263	159
114	PF12316	515	726	212
115	PF00385	273	355	83
115	PF00385	389	443	55
115	PF13907	1404	1499	96
115	PF00271	788	902	115
115	PF18375	1124	1210	87
115	PF00176	484	765	282
116	PF00145	4	391	388
117	PF01163	264	464	201
118	PF13622	45	308	264
119	PF17285	37	290	254
119	PF17286	467	635	169
119	PF05185	295	464	170
120	PF00078	802	915	114
120	PF12009	460	592	133
121	PF00069	9	265	257
122	PF09286	33	176	144
122	PF00082	257	495	239
123	PF00400	320	353	34
123	PF00400	227	267	41
123	PF00400	357	394	38
123	PF00400	271	309	39
123	PF00400	95	133	39
124	PF01846	661	709	49
124	PF01846	727	776	50
124	PF01846	794	843	50
124	PF01846	956	1007	52
124	PF01846	898	949	52
124	PF01846	1014	1074	61
124	PF00397	432	460	29
124	PF00397	134	162	29
125	PF18077	213	285	73
125	PF03801	51	206	156
126	PF03810	31	99	69
127	PF05000	728	834	107
127	PF04997	12	356	345
127	PF04983	528	703	176
127	PF04998	841	1316	476
127	PF00623	358	525	168
128	PF00071	15	177	163
129	PF00227	26	211	186
129	PF10584	3	25	23
130	PF00621	247	427	181
130	PF00169	23	133	111
130	PF00617	1005	1183	179
130	PF00618	638	773	136
131	PF00036	570	598	29
131	PF00149	165	407	243
131	PF00612	17	37	21
131	PF08321	71	158	88
132	PF08321	76	164	89
132	PF00036	656	684	29
132	PF00149	173	366	194
132	PF13833	683	723	41
133	PF05721	61	277	217
134	PF10436	69	222	154
134	PF02518	265	403	139
135	PF04938	37	273	237
136	PF00595	133	212	80
137	PF02828	29	82	54
137	PF00595	108	187	80
138	PF00069	15	297	283
138	PF18397	389	663	275
138	PF12179	706	742	37
139	PF02466	76	188	113
140	PF00625	738	912	175
140	PF00069	12	276	265
140	PF00595	490	568	79
140	PF00018	618	674	57
140	PF02828	406	457	52
140	PF02828	347	400	54
141	PF08976	92	168	77
141	PF13405	33	62	30
142	PF00790	3	139	137
142	PF01363	158	221	64
142	PF12210	407	501	95
143	PF00069	133	383	251
144	PF00023	198	230	33
144	PF00023	231	263	33
144	PF00023	105	137	33
144	PF00023	72	104	33
144	PF15898	931	1030	100
145	PF00069	40	313	274
145	PF10409	570	709	140
146	PF00278	27	385	359
146	PF02784	45	278	234
147	PF00076	150	219	70
147	PF00076	235	305	71
148	PF03810	46	112	67
148	PF08389	123	268	146
148	PF08767	709	1027	319
148	PF18777	345	381	37
148	PF18784	405	472	68
148	PF18787	485	535	51
149	PF00689	784	987	204
149	PF13246	418	528	111
149	PF00122	121	329	209
149	PF00690	4	72	69
149	PF08282	683	747	65
150	PF02078	88	191	104
150	PF02750	193	395	203
150	PF10581	1	31	31
151	PF00621	425	606	182
151	PF19056	886	1368	483
151	PF19057	629	778	150
152	PF00435	1801	1905	105
152	PF00307	176	282	107
152	PF00307	57	162	106
152	PF00435	958	1063	106
152	PF15410	2220	2328	109
152	PF00435	2013	2097	85
152	PF00435	641	745	105
152	PF00435	425	528	104
152	PF00435	1383	1486	104
152	PF00435	531	639	109
152	PF00435	1694	1799	106
152	PF00435	1065	1170	106
152	PF00435	1908	2011	104
152	PF00435	747	850	104
152	PF00435	1278	1381	104
152	PF00435	1588	1692	105
152	PF00435	305	415	111
152	PF00435	852	956	105
152	PF00435	1488	1586	99
152	PF00435	1172	1276	105
153	PF01833	895	979	85
153	PF17960	525	613	89
153	PF08337	1271	1805	535
153	PF01833	803	892	90
153	PF01833	983	1091	109
153	PF01437	468	519	52
153	PF01403	36	447	412
154	PF14604	174	230	57
154	PF14604	959	1015	57
154	PF07653	852	914	63
155	PF01805	428	480	53
155	PF08312	836	885	50
155	PF00076	276	349	74
155	PF04818	540	671	132
156	PF11764	1425	1562	138
156	PF00856	1579	1685	107
156	PF00076	99	166	68
157	PF08447	344	432	89
157	PF12114	1046	1208	163
158	PF02383	61	342	282
158	PF03372	535	855	321
158	PF08952	863	1008	146
159	PF15923	59	187	129
160	PF00225	15	340	326
161	PF02769	444	603	160
161	PF02769	848	991	144
161	PF13507	1062	1333	272
161	PF18076	39	160	122
161	PF18072	184	232	49
162	PF00069	390	647	258
162	PF03607	204	263	60
162	PF03607	75	137	63
163	PF16574	1289	1416	128
164	PF15290	18	329	312
165	PF10174	150	911	762
166	PF16953	342	578	237
167	PF00069	15	298	284
167	PF12179	707	743	37
167	PF18397	386	659	274
168	PF01423	8	76	69
169	PF00514	158	196	39
169	PF00514	198	239	42
169	PF00514	367	407	41
169	PF00514	112	154	43
169	PF16186	464	521	58
169	PF00514	283	323	41
169	PF00514	325	365	41
169	PF00514	410	450	41
169	PF01749	10	102	93
169	PF00514	249	281	33
170	PF00400	132	170	39
170	PF00400	42	80	39
171	PF04045	57	284	228
172	PF04062	1	173	173
173	PF01000	92	226	135
173	PF01193	62	333	272
174	PF16646	8	82	75
174	PF00615	88	210	123
174	PF00778	782	858	77
174	PF08833	465	498	34
175	PF00173	104	201	98
176	PF13499	100	164	65
176	PF13499	27	91	65
177	PF02209	821	856	36
177	PF00626	266	341	76
177	PF00626	624	699	76
177	PF00626	400	482	83
177	PF00626	519	588	70
177	PF00626	144	220	77
177	PF00626	21	106	86
178	PF01920	10	115	106
179	PF08149	440	517	78
180	PF02798	5	77	73
180	PF14497	101	201	101
181	PF01585	551	594	44
181	PF01424	602	662	61
182	PF01553	138	283	146
183	PF09405	139	249	111
185	PF13410	74	218	145
185	PF13409	29	93	65
186	PF00069	25	308	284
187	PF09470	4	167	164
188	PF13424	292	359	68
188	PF13414	436	474	39
188	PF13414	370	409	40
188	PF13414	402	443	42
188	PF13181	160	190	31
188	PF00515	259	292	34
188	PF00515	191	224	34
188	PF13844	476	1016	541
188	PF13414	96	137	42
188	PF13181	225	258	34
189	PF00481	65	368	304
190	PF05493	9	70	62
191	PF00505	93	161	69
191	PF09011	6	79	74
192	PF07647	485	549	65
192	PF07710	345	385	41
192	PF00870	117	309	193
193	PF00481	25	120	96
193	PF00481	262	492	231
194	PF03511	1254	1316	63
194	PF15865	170	524	355
195	PF05091	4	521	518
196	PF01398	34	146	113
197	PF16725	2	72	71
197	PF17862	773	830	58
197	PF17862	456	505	50
197	PF00004	618	748	131
197	PF00004	301	434	134
198	PF00653	18	88	71
199	PF07679	211	298	88
199	PF13927	400	479	80
199	PF07679	115	198	84
199	PF07679	21	111	91
199	PF00041	593	678	86
199	PF00041	497	581	85
199	PF07679	302	397	96
200	PF03810	22	102	81
200	PF08506	174	449	276
201	PF01094	83	281	199
201	PF00060	582	856	275
201	PF10613	473	569	97
202	PF05739	201	253	53
202	PF14523	18	119	102
203	PF08208	37	292	256
204	PF12440	5	95	91
204	PF01454	187	286	100
205	PF01067	359	488	130
205	PF00648	27	341	315
205	PF00168	518	613	96
206	PF00167	78	202	125
207	PF00271	424	534	111
207	PF00270	202	390	189
208	PF00017	79	154	76
209	PF00730	142	301	160
209	PF07934	25	141	117
210	PF00069	82	342	261
210	PF14593	446	548	103
211	PF00096	282	304	23
211	PF00096	338	360	23
211	PF02023	48	137	90
211	PF00096	254	276	23
211	PF00096	310	332	23
211	PF00096	366	388	23
212	PF00061	7	132	126
213	PF13432	269	318	50
213	PF13181	205	236	32
213	PF02373	1133	1241	109
213	PF13432	106	162	57
214	PF00271	334	477	144
214	PF00270	141	301	161
214	PF07717	689	765	77
214	PF04408	539	627	89
215	PF03291	136	475	340
216	PF05148	237	456	220
217	PF00400	439	478	40
217	PF00400	313	351	39
217	PF00400	482	520	39
217	PF00400	397	435	39
217	PF00400	215	259	45
217	PF00400	263	309	47
217	PF08799	108	136	29
218	PF00389	9	317	309
218	PF02826	111	285	175
219	PF05783	30	491	462
220	PF01399	358	462	105
220	PF08375	465	532	68
221	PF00076	123	191	69
221	PF12414	265	362	98
222	PF01583	51	209	159
222	PF01747	394	617	224
222	PF14306	225	386	162
223	PF07714	168	407	240
224	PF00069	13	275	263
225	PF00611	31	115	85
225	PF00620	520	672	153
225	PF00018	750	795	46
227	PF16025	29	106	78
228	PF00211	370	554	185
228	PF06327	580	669	90
228	PF16214	11	368	358
228	PF00211	970	1164	195
229	PF00096	469	491	23
229	PF00096	302	324	23
229	PF00096	386	408	23
229	PF00096	358	380	23
229	PF00096	525	547	23
229	PF00096	414	437	24
229	PF00096	274	296	23
229	PF02023	42	131	90
229	PF00096	330	352	23
229	PF00096	442	463	22
229	PF00096	497	519	23
231	PF00043	44	153	110
232	PF00076	22	91	70
232	PF00076	111	180	70
233	PF00400	101	141	41
233	PF00400	399	441	43
233	PF00400	348	387	40
234	PF00076	167	235	69
234	PF00076	343	405	63
234	PF18360	37	106	70
234	PF00076	248	315	68
235	PF01480	9	78	70
235	PF06544	544	673	130
235	PF08572	308	521	214
236	PF06201	126	268	143
236	PF00085	6	107	102
238	PF08952	867	1009	143
238	PF03372	538	859	322
238	PF02383	60	340	281
239	PF02020	1506	1585	80
239	PF02847	1222	1334	113
239	PF02854	755	983	229
240	PF00160	14	176	163
241	PF00856	255	366	112
241	PF05033	136	235	100
241	PF00385	43	92	50
242	PF00096	490	512	23
242	PF00096	430	454	25
242	PF00096	460	484	25
243	PF03226	76	184	109
244	PF00248	41	348	308
245	PF08736	507	550	44
245	PF04382	630	676	47
245	PF05902	892	998	107
245	PF09380	413	503	91
245	PF00373	300	409	110
245	PF09379	222	285	64
246	PF00520	80	406	327
246	PF00520	1275	1548	274
246	PF00520	742	975	234
246	PF00520	1610	1862	253
247	PF16672	1	88	88
248	PF16212	919	1173	255
248	PF13246	532	632	101
248	PF16209	66	145	80
248	PF00122	172	413	242
249	PF00520	91	324	234
249	PF11956	768	868	101
249	PF16642	665	756	92
249	PF03520	466	651	186
250	PF03166	329	493	165
250	PF03165	172	270	99
251	PF15234	1	258	258
252	PF02196	383	442	60
252	PF00615	67	183	117
252	PF02188	499	520	22
252	PF02196	303	370	68
253	PF00168	150	257	108
253	PF00168	281	399	119
254	PF01253	111	183	73
255	PF03607	198	257	60
255	PF03607	71	133	63
256	PF04280	296	445	150
257	PF04051	19	166	148
258	PF00096	185	207	23
258	PF00096	159	181	23
258	PF00096	128	150	23
258	PF00096	241	262	22
258	PF00096	213	235	23
259	PF00400	236	274	39
259	PF00400	278	316	39
259	PF00400	194	232	39
259	PF00400	403	440	38
259	PF00400	320	358	39
260	PF03999	16	477	462
262	PF05047	33	84	52
263	PF00400	215	262	48
263	PF00400	88	124	37
263	PF00400	4	43	40
264	PF01569	98	248	151
265	PF00435	528	639	112
265	PF00435	293	403	111
265	PF00435	649	752	104
265	PF00307	163	270	108
265	PF00435	413	518	106
265	PF00307	50	155	106
265	PF08726	841	907	67
266	PF08241	58	161	104
266	PF12589	204	279	76
267	PF08357	410	552	143
268	PF00169	265	381	117
268	PF01369	66	248	183
269	PF00069	209	522	314
270	PF00651	190	297	108
270	PF00917	38	163	126
271	PF00612	705	725	21
271	PF06017	941	1135	195
271	PF00063	17	688	672
271	PF00612	751	771	21
273	PF13869	35	222	188
274	PF05147	55	399	345
275	PF00400	738	779	42
275	PF00400	506	544	39
275	PF00400	453	491	39
275	PF00400	696	734	39
275	PF08232	48	177	130
275	PF00400	559	597	39
276	PF00400	314	350	37
276	PF00400	137	174	38
276	PF00400	273	311	39
276	PF00400	191	227	37
276	PF00400	231	269	39
277	PF04988	415	546	132
278	PF00180	50	376	327
279	PF05221	104	241	138
279	PF05221	237	529	293
279	PF00670	289	450	162
280	PF05351	9	149	141
281	PF09263	17	98	82
281	PF17862	1029	1077	49
281	PF00004	877	1007	131
281	PF09262	104	179	76
281	PF00004	595	733	139
282	PF04824	574	628	55
282	PF04825	1	107	107
283	PF00248	15	294	280
284	PF02953	21	83	63
285	PF00041	2570	2654	85
285	PF00435	1130	1236	107
285	PF00169	1471	1580	110
285	PF00435	536	642	107
285	PF00435	890	1003	114
285	PF00621	1933	2102	170
285	PF00621	1285	1457	173
285	PF00069	2684	2938	255
285	PF13716	54	230	177
285	PF16609	1705	1911	207
285	PF07679	2471	2565	95
285	PF00435	310	416	107
286	PF13637	59	100	42
286	PF00023	216	248	33
286	PF15898	881	982	102
286	PF00023	123	155	33
287	PF05276	39	269	231
288	PF13793	20	138	119
288	PF14572	179	363	185
289	PF17978	228	318	91
289	PF17976	145	217	73
289	PF00240	3	73	71
290	PF00176	183	463	281
290	PF00271	483	597	115
290	PF09110	743	841	99
290	PF09111	898	1012	115
292	PF15235	344	455	112
293	PF00225	14	327	314
294	PF16201	1668	1857	190
294	PF11707	78	393	316
295	PF10650	1185	1205	21
296	PF06818	438	638	201
297	PF13086	801	1107	307
297	PF13087	1115	1308	194
297	PF16399	18	802	785
298	PF00069	367	640	274
298	PF17820	982	1033	52
298	PF08926	58	331	274
300	PF00350	291	469	179
301	PF03399	640	929	290
301	PF16769	1262	1976	715
301	PF16766	1164	1234	71
301	PF16768	2	291	290
302	PF01504	160	442	283
303	PF00225	11	354	344
303	PF12473	1266	1413	148
303	PF12423	845	892	48
303	PF00498	556	627	72
303	PF00169	1702	1799	98
303	PF16183	358	555	198
304	PF01593	288	826	539
304	PF04433	177	264	88
305	PF00566	166	368	203
306	PF00046	130	186	57
306	PF12413	27	108	82
307	PF00501	103	578	476
308	PF00787	57	148	92
309	PF00041	942	1025	84
309	PF08205	344	428	85
309	PF08205	242	328	87
309	PF08205	138	228	91
309	PF08205	548	634	87
309	PF08205	444	538	95
309	PF07679	33	124	92
309	PF13927	739	820	82
309	PF13927	838	924	87
310	PF14604	619	669	51
310	PF00018	460	507	48
310	PF02208	119	160	42
310	PF14604	388	435	48
311	PF00076	340	402	63
311	PF00076	245	312	68
311	PF18360	34	103	70
311	PF00076	164	232	69
312	PF13646	367	477	111
312	PF18808	276	365	90
312	PF18829	773	882	110
312	PF02985	916	944	29
313	PF00134	10	149	140
314	PF01652	55	214	160
315	PF07651	21	284	264
316	PF06046	177	733	557
317	PF00233	555	806	252
317	PF00989	216	325	110
318	PF16186	464	515	52
318	PF01749	13	102	90
318	PF00514	198	239	42
318	PF00514	241	281	41
318	PF00514	410	450	41
318	PF00514	367	407	41
318	PF00514	112	154	43
318	PF00514	156	196	41
318	PF00514	283	323	41
318	PF00514	325	365	41
319	PF03226	19	119	101
320	PF00514	397	437	41
320	PF00514	440	481	42
320	PF00514	701	739	39
321	PF00782	240	366	127
321	PF14671	51	189	139
322	PF01253	27	103	77
323	PF03700	2	75	74
323	PF09325	281	514	234
323	PF00787	170	265	96
324	PF02798	4	73	70
324	PF14497	93	194	102
325	PF04871	781	954	174
325	PF18770	269	329	61
325	PF04869	344	628	285
326	PF00076	18	81	64
327	PF00125	2	102	101
328	PF00300	252	438	187
328	PF01591	26	249	224
329	PF05667	1	597	597
331	PF01509	110	226	117
331	PF16198	227	294	68
331	PF08068	49	106	58
331	PF01472	297	370	74
332	PF00009	629	844	216
332	PF03144	870	948	79
332	PF11987	956	1070	115
333	PF14604	9	58	50
333	PF00397	79	108	30
333	PF00611	219	291	73
333	PF16623	109	201	93
334	PF01381	81	134	54
334	PF08523	4	73	70
335	PF10357	52	177	126
335	PF18131	276	328	53
336	PF00226	8	67	60
336	PF01556	116	338	223
336	PF00684	143	209	67
337	PF17105	1319	1362	44
337	PF17035	609	673	65
337	PF00439	357	445	89
337	PF00439	67	152	86
338	PF07491	25	81	57
339	PF00075	138	282	145
339	PF01693	27	70	44
340	PF00498	24	100	77
340	PF16508	216	325	110
340	PF08599	683	746	64
341	PF00619	9	96	88
342	PF01437	803	856	54
342	PF01833	1041	1139	99
342	PF01437	510	560	51
342	PF01833	954	1037	84
342	PF17960	565	654	90
342	PF18020	708	802	95
342	PF01833	1143	1228	86
342	PF01833	858	951	94
342	PF08337	1311	1864	554
342	PF01403	52	489	438
343	PF00226	852	913	62
343	PF10409	226	365	140
344	PF08516	588	706	119
344	PF01562	110	249	140
344	PF01421	299	496	198
344	PF00200	511	583	73
345	PF00400	523	560	38
345	PF00400	223	262	40
345	PF00400	310	350	41
345	PF00400	179	217	39
346	PF00069	92	354	263
346	PF08912	978	1046	69
347	PF12348	88	305	218
348	PF01535	174	204	31
348	PF01535	248	278	31
349	PF00536	951	1015	65
349	PF07647	1038	1108	71
349	PF00536	836	901	66
350	PF16515	461	559	99
350	PF01608	862	1010	149
350	PF07651	30	299	270
351	PF00097	948	986	39
352	PF02373	236	336	101
352	PF17811	340	443	104
352	PF00628	7	56	50
353	PF15663	1	111	111
354	PF09457	716	756	41
355	PF08623	1045	1208	164
356	PF00226	1301	1360	60
356	PF14237	976	1026	51
357	PF04153	620	747	128
357	PF04065	3	232	230
358	PF05030	13	74	62
359	PF00013	1727	1791	65
359	PF12796	392	464	73
359	PF12796	1065	1146	82
359	PF12796	463	530	68
359	PF12796	1144	1213	70
359	PF12796	528	594	67
359	PF12796	1275	1350	76
359	PF12796	238	331	94
359	PF12796	1324	1413	90
359	PF12796	1222	1315	94
359	PF12796	568	660	93
359	PF12796	324	397	74
359	PF12796	658	725	68
360	PF00226	3	66	64
361	PF00370	125	287	163
361	PF02782	295	481	187
362	PF00346	193	463	271
363	PF00782	124	249	126
364	PF07978	187	284	98
365	PF15908	552	708	157
365	PF15905	15	338	324
366	PF00536	1018	1082	65
366	PF00536	896	961	66
366	PF07647	1105	1175	71
367	PF00536	942	1006	65
367	PF00536	827	892	66
367	PF07647	1029	1099	71
368	PF13499	92	156	65
368	PF13202	30	53	24
369	PF03179	3	107	105
370	PF01150	93	483	391
371	PF01150	49	480	432
372	PF01150	41	427	387
374	PF03826	258	276	19
374	PF00046	63	119	57
375	PF02209	784	819	36
375	PF00626	523	592	70
375	PF00626	627	705	79
375	PF00626	263	340	78
375	PF00626	404	486	83
375	PF00626	143	217	75
375	PF00626	23	105	83
376	PF01661	216	330	115
376	PF00125	2	88	87
376	PF16211	89	123	35
377	PF00630	2381	2468	88
377	PF00630	1514	1605	92
377	PF00630	449	540	92
377	PF00630	251	344	94
377	PF00630	546	633	88
377	PF00630	2286	2372	87
377	PF00630	2509	2598	90
377	PF00630	1999	2086	88
377	PF00630	642	733	92
377	PF00630	1130	1219	90
377	PF00630	941	1031	91
377	PF00630	842	935	94
377	PF00630	1735	1813	79
377	PF00630	739	836	98
377	PF00630	1418	1508	91
377	PF00630	1818	1905	88
377	PF00630	2190	2277	88
377	PF00307	139	243	105
377	PF00307	16	123	108
377	PF00630	351	443	93
377	PF00630	2098	2182	85
377	PF00630	1325	1412	88
377	PF00630	1225	1319	95
377	PF00630	1611	1701	91
377	PF00630	1037	1124	88
378	PF10276	82	119	38
379	PF00630	319	415	97
379	PF00643	111	151	41
379	PF01436	575	602	28
379	PF01436	713	740	28
379	PF01436	533	560	28
379	PF01436	622	649	28
379	PF01436	669	696	28
379	PF13445	22	60	39
379	PF01436	486	513	28
380	PF00285	71	450	380
381	PF13774	37	117	81
381	PF00957	131	215	85
382	PF05010	598	798	201
383	PF02213	477	521	45
384	PF10568	41	162	122
384	PF17171	186	249	64
385	PF00675	68	215	148
385	PF05193	220	404	185
386	PF09336	439	489	51
386	PF17862	403	464	62
386	PF00004	245	381	137
387	PF01145	26	216	191
388	PF00329	86	208	123
389	PF00076	12	82	71
390	PF07412	1	184	184
391	PF00378	145	393	249
391	PF00887	40	115	76
392	PF16568	266	320	55
392	PF16274	4	53	50
392	PF00013	57	120	64
393	PF10198	309	428	120
394	PF00400	180	219	40
394	PF00400	225	264	40
395	PF02961	1	88	88
396	PF08920	329	452	124
397	PF00313	186	248	63
397	PF00313	349	413	65
397	PF00313	26	90	65
397	PF00313	674	738	65
397	PF12901	756	788	33
397	PF00313	519	582	64
398	PF00397	124	153	30
398	PF06220	8	44	37
398	PF00397	165	194	30
399	PF01099	1	90	90
400	PF00035	35	99	65
400	PF00035	127	192	66
400	PF16482	218	310	93
401	PF00069	49	318	270
401	PF00069	427	687	261
401	PF00433	339	377	39
402	PF04934	13	140	128
403	PF03256	3724	3892	169
403	PF08005	1235	1385	151
403	PF00415	958	1006	49
403	PF13639	4426	4479	54
403	PF08239	2477	2543	67
403	PF08005	1726	1883	158
403	PF13540	683	712	30
404	PF00250	32	117	86
405	PF00443	267	596	330
406	PF03066	38	139	102
407	PF01926	115	237	123
408	PF00270	1329	1514	186
408	PF18149	254	363	110
408	PF02889	1812	2123	312
408	PF00271	703	860	158
408	PF02889	981	1285	305
408	PF00270	482	663	182
409	PF16045	74	101	28
