id_mutation	id_idr
1555298	7540
1555299	7540
1555300	7540
1555301	7538
1555302	7538
1555303	7540
1555304	7538
1555305	7540
1555306	7540
1555307	7540
1555308	7539
1555309	7540
1555310	7540
1555311	7538
1555312	7540
1555315	7540
1555316	7538
1555317	7540
1555318	7538
1555319	7540
1555320	7540
1555322	7538
1555323	7538
1555324	7538
1555325	7539
1555326	7540
1555327	7540
1555329	7539
1555330	7538
1555331	7539
1555332	7540
1555333	7540
1555334	7540
1555336	7538
1555337	7538
1555339	7538
1555340	7538
1555341	7538
1555342	7539
1555343	7538
1555344	7538
1555345	7538
1555347	7539
1555348	7538
1555349	7540
1555350	7540
1555352	7538
1555353	7539
1555354	7538
1555356	7539
1555357	7540
1555358	7540
1555359	7540
1555361	7539
1644809	7540
1644810	7538
1644811	7538
1644813	7540
1644814	7540
1644815	7538
1644816	7540
1644817	7538
1644818	7538
1644819	7538
26336	7468
26339	7468
26342	7468
26345	7468
146896	7468
146902	7468
146904	7468
146905	7468
305048	7468
305051	7468
305052	7468
305053	7468
305055	7468
305056	7468
305057	7468
305060	7468
305061	7468
305062	7468
305065	7467
305070	7468
305077	7468
305078	7468
305079	7468
305081	7468
305083	7468
305084	7468
305086	7468
305088	7468
305094	7468
305095	7468
305098	7468
305099	7468
305102	7468
305104	7468
305109	7468
570607	7468
853644	7468
853645	7467
853648	7468
853649	7467
853651	7468
853652	7468
853655	7468
853656	7468
853657	7468
853658	7468
853661	7468
853662	7468
853665	7468
853666	7468
853667	7468
853668	7468
853672	7468
853673	7468
853675	7468
853677	7468
853679	7467
853680	7467
853682	7468
853684	7468
853687	7467
853688	7467
853691	7468
853694	7468
853695	7468
853701	7468
853703	7468
853704	7468
853707	7467
853709	7468
853711	7468
853712	7468
853714	7468
853718	7468
853721	7468
853723	7468
853724	7468
853728	7468
853729	7468
853730	7468
853731	7468
853733	7468
853740	7467
853741	7468
853745	7468
853747	7468
853749	7468
853750	7468
853753	7467
853754	7468
853755	7468
853756	7468
853759	7467
853760	7468
853765	7468
853769	7467
853770	7468
853772	7468
853773	7468
853777	7468
853781	7468
853783	7468
853788	7468
853791	7468
853792	7468
853799	7467
853801	7468
853802	7468
853815	7467
853816	7467
853822	7467
853826	7468
853829	7468
853830	7468
853833	7468
853840	7468
853845	7468
853846	7468
853849	7468
853856	7468
853857	7468
853860	7468
853861	7468
1590283	7468
1590286	7468
1590290	7468
1590291	7468
1590295	7468
1590296	7468
1590299	7468
1590303	7468
56807	3036
56808	3036
56809	3036
56810	3036
56812	3036
56813	3036
56814	3036
56815	3036
56816	3036
208092	3034
208093	3036
208094	3034
221089	3036
221090	3036
12847	4679
63075	4679
113519	4678
113520	4678
113521	4678
113523	4679
113524	4679
113526	4678
113527	4679
113528	4679
113532	4678
113533	4678
113534	4678
113535	4678
113539	4679
113543	4678
113545	4678
113546	4679
330047	4679
330051	4678
574825	4679
928949	4678
928950	4678
928962	4679
928973	4678
928980	4679
928982	4679
928989	4679
928993	4679
59784	7273
59785	7271
59788	7273
209914	7272
209915	7273
324093	7273
324094	7271
324096	7271
324097	7273
324098	7272
324100	7271
324101	7271
324102	7271
324103	7272
324104	7273
324105	7271
324108	7271
324109	7271
324110	7271
324111	7273
324112	7272
324113	7273
324114	7271
324116	7271
324117	7273
324118	7272
324119	7271
324120	7271
324121	7273
324122	7273
324123	7272
324124	7271
324126	7271
324127	7273
324128	7273
324129	7271
324130	7271
324131	7271
324136	7271
324138	7272
324139	7271
324140	7271
324141	7271
324142	7273
324144	7273
324145	7273
324146	7272
551860	7272
574145	7272
574147	7273
574148	7271
574150	7271
574152	7273
911922	7272
911923	7273
911924	7271
911925	7273
911926	7271
911927	7273
911928	7272
911929	7271
911930	7272
911931	7273
911932	7271
911933	7272
911935	7271
911936	7271
911937	7273
911938	7271
911939	7271
911940	7273
911941	7273
911942	7271
911943	7271
911946	7271
911947	7272
911949	7272
911950	7271
911951	7271
911952	7273
911953	7271
911954	7271
911955	7271
911956	7271
911957	7273
911960	7273
911962	7271
911963	7271
911964	7271
911965	7272
911966	7272
911967	7271
911968	7273
911969	7273
911971	7271
911972	7272
911973	7271
911975	7271
911977	7271
911978	7273
911979	7273
911981	7273
911982	7271
911984	7272
911985	7273
911986	7273
911987	7271
911988	7273
911989	7271
911992	7273
911993	7272
911995	7273
911997	7272
911998	7272
911999	7271
912000	7271
912001	7273
912003	7271
912005	7273
912006	7271
912007	7272
912011	7271
912012	7271
912013	7272
912014	7273
912015	7271
912018	7273
912019	7272
912021	7271
912023	7271
912024	7272
912025	7273
912026	7271
912027	7271
912028	7272
912029	7271
912031	7271
912032	7273
912033	7271
912034	7273
912035	7271
912036	7272
912037	7271
912038	7271
912039	7273
912041	7271
912042	7271
912044	7273
912045	7271
912046	7273
912047	7273
912049	7271
912050	7271
912051	7273
912052	7272
912053	7273
912054	7273
912055	7272
912056	7271
912057	7271
912058	7273
912059	7272
912060	7272
912061	7271
912062	7273
912063	7271
912064	7272
912066	7271
912067	7273
912069	7271
912070	7272
912071	7271
912072	7272
912073	7272
912074	7273
912075	7272
912076	7271
912078	7272
912079	7271
912080	7271
912081	7271
912082	7271
912083	7271
912084	7271
912085	7271
912086	7271
912087	7273
912088	7271
912089	7271
912090	7273
912091	7271
912092	7273
912093	7271
912095	7272
912097	7271
912098	7272
912099	7273
912100	7272
912101	7271
912104	7271
912106	7272
912108	7272
912109	7272
912113	7273
912114	7271
912115	7271
912118	7273
912119	7271
912121	7271
912122	7273
912123	7272
912125	7271
912126	7273
912127	7271
912128	7273
912129	7271
912130	7273
912133	7271
912134	7273
912135	7271
912136	7271
912137	7271
912138	7273
912139	7273
1595497	7272
1595498	7273
1595499	7272
1595502	7271
1595504	7271
1595505	7273
1595506	7273
1595508	7272
1595511	7271
1595512	7272
1595515	7271
47431	4918
47434	4918
47441	4918
47442	4918
80284	4918
193175	4918
193176	4918
193180	4918
193186	4918
193188	4918
193197	4918
219829	4918
460413	4918
1313857	4918
1313864	4918
1313881	4918
1313895	4918
1313903	4918
479074	5278
479075	5280
479076	5280
479082	5280
479084	5279
479089	5278
479092	5281
479093	5280
479094	5280
479096	5280
479097	5280
479099	5280
479100	5280
479107	5280
479109	5280
479110	5278
479115	5280
479116	5280
554750	5280
554752	5280
596057	5278
596060	5280
596061	5279
596063	5281
1368872	5280
1368873	5278
1368874	5280
1368875	5278
1368877	5280
1368881	5280
1368886	5278
1368887	5278
1368888	5280
1368889	5278
1368894	5281
1368895	5278
1368897	5280
1368899	5280
1368907	5280
1368908	5280
1368909	5278
1368911	5278
1368913	5280
1368914	5280
1368918	5280
1368919	5280
1368924	5279
1368925	5280
1368926	5280
1368929	5280
1368933	5279
1368934	5280
1368935	5280
1368938	5279
1368940	5279
1368941	5280
1368949	5280
1368950	5280
1368953	5280
1368955	5280
1368956	5281
1368957	5281
1368962	5280
1368963	5280
1368966	5280
1368970	5280
1368971	5280
1368972	5278
1368973	5279
1368974	5279
1368975	5281
1368977	5280
1368983	5280
1368984	5278
1368985	5280
1368987	5281
1368989	5280
1368990	5281
1368991	5280
1368993	5280
1368994	5280
1368995	5280
1368998	5280
1369000	5280
1369002	5280
1369003	5280
1369004	5280
1369006	5280
1369007	5281
1369009	5281
1369010	5280
1369011	5281
1369012	5280
1369013	5280
1630740	5278
1630742	5280
1630743	5278
1630744	5279
460168	1969
460178	1969
460230	1969
460263	1969
460264	1966
554279	1969
1312803	1968
1312805	1966
1312811	1969
1312815	1966
1312874	1968
1312875	1969
1312877	1969
1312878	1969
1312912	1966
1312922	1969
1312923	1967
1312936	1969
1312954	1969
1312969	1966
1312972	1966
1312993	1969
1313003	1969
1313020	1967
1313056	1969
1313065	1969
1313077	1968
1313096	1968
1313101	1969
1313133	1968
1313134	1969
1313144	1968
1313163	1968
1313180	1969
1313220	1966
1313229	1969
1313246	1969
1313260	1969
1313263	1967
467029	6204
467032	6204
467036	6204
467037	6204
467042	6204
594212	6204
594213	6204
1333488	6204
1333497	6204
1333502	6204
1333504	6204
1333507	6204
1333508	6204
1333512	6204
1333514	6204
1333520	6204
1333521	6204
1333524	6204
200076	4724
200077	4724
200078	4724
519468	4724
519469	4724
519470	4724
519471	4724
519472	4724
519473	4724
519474	4724
519475	4724
519476	4725
519477	4724
519478	4724
519479	4724
519482	4724
519485	4724
519486	4724
519488	4724
519491	4724
519492	4724
519493	4724
519494	4724
519495	4724
519496	4724
519497	4724
519499	4724
519500	4724
519501	4724
519502	4724
519503	4724
519505	4724
519507	4724
519508	4724
519509	4724
519511	4724
519512	4724
519513	4724
519514	4724
519515	4724
519516	4724
519517	4724
519518	4724
519520	4724
519522	4724
519523	4724
519524	4724
519525	4724
519527	4724
519528	4724
519529	4724
519531	4725
519532	4724
519533	4724
519534	4724
519535	4724
519536	4724
519537	4724
519538	4724
519539	4724
519540	4724
519541	4724
519545	4724
519546	4724
519547	4724
519548	4724
519549	4724
519550	4724
519551	4724
519552	4724
519553	4724
519555	4725
519557	4724
519558	4724
519559	4724
519560	4724
519562	4724
519563	4724
519564	4724
519565	4724
519566	4724
519568	4724
519569	4724
519570	4724
519571	4724
519572	4724
519573	4724
519575	4724
555771	4724
555772	4724
602376	4724
602378	4724
602379	4724
1487989	4724
1487990	4724
1487991	4724
1487992	4724
1487993	4724
1487994	4724
1487995	4724
1487997	4724
1488000	4724
1488001	4724
1488002	4724
1488003	4724
1488004	4724
1488005	4724
1488006	4724
1488007	4724
1488008	4724
1488009	4724
1488012	4724
1488013	4724
1488014	4724
1488015	4724
1488017	4724
1488018	4724
1488019	4724
1488021	4724
1488022	4724
1488023	4724
1488024	4724
1488025	4724
1488026	4724
1488028	4724
1488029	4724
1488030	4724
1488031	4724
1488032	4724
1488033	4724
1488034	4724
1488035	4724
1488036	4724
1488037	4724
1488038	4724
1488039	4724
1488040	4724
1488041	4724
1488042	4724
1488043	4724
1488044	4724
1488046	4724
1488049	4724
1488050	4724
1488051	4724
1488052	4724
1488053	4724
1488055	4724
1488056	4724
1488057	4724
1488058	4724
1488059	4724
1488060	4724
1488061	4724
1488062	4724
1488063	4724
1488065	4724
1488066	4724
1488067	4724
1488068	4724
1488069	4724
1488070	4724
1488072	4724
1488073	4725
1488074	4724
1488075	4724
1488076	4724
1488077	4724
1488079	4724
1488080	4724
1488081	4725
1488082	4724
1488083	4724
1488084	4724
1488086	4724
1488087	4724
1488088	4724
1488089	4724
1488090	4724
1488091	4724
1488092	4724
1488093	4724
1488094	4724
1488095	4724
1488096	4724
1488097	4724
1488099	4724
1488100	4724
1488101	4724
1488102	4724
1488104	4724
1488105	4724
1488106	4724
1488107	4724
1488110	4724
1488111	4724
1488113	4724
1488114	4724
1488115	4724
1488116	4724
1488117	4724
1488118	4724
1488119	4724
1488120	4724
1488122	4724
1488124	4724
1488125	4724
1488126	4724
1488127	4724
1488128	4724
1488129	4724
1488131	4724
1488132	4724
1488133	4724
1488134	4724
1488135	4724
1488136	4724
1488137	4724
1488138	4724
1488139	4724
1488140	4724
1488142	4724
1488143	4724
1488144	4724
1488145	4724
1488146	4724
1488147	4724
1488148	4724
1488149	4724
1488150	4724
1488151	4724
1488152	4725
1488153	4724
1488154	4724
1488155	4724
1488156	4724
1488157	4724
1488158	4724
1488160	4724
1488161	4724
1488163	4724
1488164	4724
1488166	4724
1488167	4724
1488168	4724
1488169	4724
1488170	4724
1488172	4724
1488173	4724
1488174	4724
1488175	4724
1488176	4724
1488178	4724
1488179	4724
1488180	4724
1488181	4724
1488182	4724
1488183	4724
1488185	4724
1488186	4724
1488187	4724
1488188	4724
1488189	4724
1488190	4724
1488191	4724
1488192	4724
1488193	4724
1488194	4724
1488195	4724
1488196	4724
1488197	4724
1488198	4724
1488199	4724
1488202	4724
1488204	4724
1488205	4724
1488206	4724
1488209	4724
1488210	4724
1488211	4724
1488212	4724
1488213	4724
1488214	4724
1488215	4724
1488216	4724
1488218	4724
1488219	4724
1488220	4724
1488221	4724
1488222	4724
1488223	4724
1488224	4724
1488225	4724
1488226	4724
1488228	4724
1488229	4724
1488230	4724
1488231	4724
1488232	4724
1488234	4724
1488235	4724
1488236	4724
1488237	4724
1488238	4724
1488239	4724
1488240	4724
1488241	4724
1488242	4724
1488243	4724
1488244	4724
1488245	4724
1488246	4724
1488247	4724
1488248	4724
1639901	4724
1639902	4724
1639903	4724
1639904	4724
1639905	4724
1639906	4724
1639908	4724
1639909	4724
1639910	4724
55846	5027
55847	5028
55848	5028
55850	5028
62246	5030
206659	5028
206660	5028
206661	5028
220725	5030
373635	5028
373636	5028
373637	5028
373638	5028
373640	5027
373643	5028
373644	5025
373646	5028
373647	5028
373648	5027
373650	5025
373651	5028
373654	5027
373657	5027
373659	5027
373660	5031
373661	5029
373662	5028
373663	5027
373665	5025
373666	5025
373669	5027
373671	5028
373672	5028
373674	5028
373675	5031
373676	5028
373678	5027
373679	5028
373680	5030
373681	5028
373683	5033
373685	5027
373687	5028
373688	5028
373689	5025
373690	5028
373692	5026
373693	5028
373694	5033
373695	5025
373696	5028
373698	5029
373700	5028
373703	5028
373704	5028
373706	5025
373708	5028
373709	5028
373712	5027
373714	5030
373715	5026
373716	5028
373717	5027
373719	5027
373721	5028
373722	5028
373729	5033
373730	5027
373735	5027
373741	5028
373742	5028
373745	5028
373746	5031
373748	5028
373749	5028
373751	5032
373752	5028
373754	5028
373756	5025
373757	5029
373758	5033
373760	5026
373761	5028
373762	5025
373763	5031
373765	5028
373768	5031
373770	5028
373771	5028
373774	5028
373777	5028
373778	5028
373779	5031
373781	5028
373782	5028
373786	5025
373789	5028
373790	5025
373791	5026
373793	5031
373794	5028
373795	5028
373796	5028
552840	5030
552841	5028
558719	5030
580624	5028
580627	5028
580628	5028
580630	5028
580631	5025
580632	5030
580633	5028
580634	5030
580635	5028
580637	5028
580638	5032
580642	5028
580643	5028
580646	5028
580647	5028
580651	5028
580652	5028
580653	5026
580654	5028
580655	5028
580656	5028
580657	5028
580658	5030
580659	5028
580660	5028
580662	5028
580664	5028
580665	5028
1058231	5028
1058232	5028
1058233	5028
1058234	5028
1058235	5027
1058236	5028
1058238	5028
1058240	5028
1058243	5028
1058246	5028
1058247	5028
1058248	5028
1058249	5028
1058251	5031
1058252	5028
1058253	5028
1058254	5028
1058258	5028
1058260	5028
1058262	5025
1058263	5028
1058266	5025
1058267	5028
1058269	5028
1058270	5027
1058271	5028
1058275	5032
1058276	5028
1058278	5027
1058280	5031
1058281	5028
1058282	5026
1058283	5025
1058284	5031
1058285	5025
1058288	5028
1058289	5032
1058290	5028
1058293	5030
1058294	5025
1058295	5028
1058296	5028
1058297	5028
1058300	5031
1058301	5027
1058302	5028
1058303	5025
1058304	5028
1058306	5031
1058310	5029
1058312	5028
1058313	5028
1058315	5027
1058316	5025
1058318	5031
1058321	5028
1058322	5028
1058323	5028
1058324	5027
1058325	5031
1058326	5025
1058327	5028
1058328	5028
1058329	5027
1058330	5028
1058331	5028
1058333	5025
1058335	5028
1058338	5028
1058340	5028
1058342	5025
1058344	5030
1058345	5028
1058346	5025
1058347	5028
1058350	5028
1058351	5028
1058352	5028
1058353	5028
1058354	5027
1058355	5028
1058357	5032
1058358	5028
1058359	5028
1058362	5032
1058363	5028
1058364	5028
1058366	5027
1058368	5027
1058369	5028
1058370	5026
1058371	5028
1058375	5027
1058376	5028
1058377	5028
1058378	5027
1058379	5028
1058380	5028
1058381	5031
1058382	5025
1058384	5027
1058385	5033
1058388	5028
1058389	5028
1058391	5025
1058393	5032
1058396	5028
1058397	5028
1058398	5028
1058399	5028
1058401	5028
1058404	5028
1058405	5028
1058407	5028
1058408	5028
1058409	5032
1058411	5028
1058412	5025
1058414	5028
1058415	5028
1058416	5028
1058417	5028
1058419	5025
1058420	5028
1058421	5027
1058422	5028
1058423	5027
1058424	5028
1058426	5028
1058428	5030
1058430	5028
1058431	5028
1058435	5028
1058440	5025
1058441	5028
1058444	5025
1058445	5028
1058446	5027
1058449	5028
1058456	5030
1058457	5025
1058458	5028
1058459	5028
1058460	5028
1058464	5031
1058467	5028
1058468	5027
1058469	5028
1058471	5028
1058472	5028
1058473	5028
1058474	5028
1058475	5028
1058481	5028
1058482	5028
1058483	5028
1058485	5027
1058486	5028
1058490	5028
1058491	5028
1058492	5028
1058495	5028
1058496	5033
1058497	5025
1058498	5028
1058500	5025
1058501	5027
1058502	5028
1058503	5028
1058505	5028
1058506	5028
1058508	5028
1058509	5029
1058510	5028
1058512	5028
1058515	5028
1058518	5025
1058520	5028
1058521	5026
1058523	5028
1058524	5027
1058525	5025
1058526	5028
1058528	5028
1058529	5027
1058530	5033
1058531	5029
1058532	5028
1058533	5031
1058534	5027
1058535	5030
1058537	5028
1058538	5028
1058539	5028
1058541	5028
1058544	5028
1058545	5028
1058546	5028
1058547	5028
1058548	5025
1058551	5028
1058553	5027
1058556	5028
1058557	5028
1058558	5032
1058560	5028
1058561	5027
1058563	5028
1058564	5028
1058565	5028
1058566	5028
1058567	5025
1058568	5026
1058569	5028
1058572	5028
1058574	5028
1058576	5025
1058577	5028
1058578	5029
1058581	5028
1058582	5028
1058585	5028
1058586	5025
1058590	5026
1058595	5028
1058596	5033
1058597	5027
1058598	5028
1058602	5025
1058603	5031
1058606	5028
1058607	5028
1058608	5028
1058610	5028
1058613	5028
1058615	5030
1058616	5028
1058617	5026
1058618	5028
1058619	5028
1058621	5028
1058624	5031
1058625	5028
1058627	5028
1058628	5028
1058631	5028
1058637	5028
1058639	5032
1058641	5028
1058643	5025
1058647	5027
1058648	5028
1606904	5026
1606905	5028
1606907	5028
1606910	5028
1606911	5025
1606912	5028
1606913	5028
1606914	5028
1606915	5032
1606916	5028
1606920	5031
1606921	5028
1606922	5028
1606923	5028
1606924	5028
1606925	5030
1606927	5028
1606928	5031
1606929	5027
1606930	5031
1606932	5028
1606933	5028
1606935	5025
1606937	5027
1606938	5028
1606939	5028
1606941	5028
1606942	5028
1606943	5028
1606945	5026
1606947	5028
1606948	5028
1606951	5032
1606952	5028
1606953	5028
1606957	5028
1606958	5033
1606960	5028
1606961	5028
1606962	5028
1606963	5028
1606964	5028
1606966	5028
1606968	5028
58227	945
58228	945
531012	945
531015	945
531016	945
531020	945
531022	945
531023	945
531030	945
603857	945
603858	945
1520005	945
1520013	945
1520019	945
1520020	945
1520022	945
1520024	945
1520026	945
1520027	945
1520028	945
1520032	945
1520036	945
1520037	945
1520039	945
1520043	945
1642226	945
1642227	945
20569	4333
20570	4333
20571	4333
20572	4333
20573	4333
20574	4333
20576	4333
20577	4332
20578	4332
20582	4333
20583	4333
20584	4333
20587	4333
20593	4333
20601	4333
20602	4333
20604	4333
20605	4333
20608	4333
20612	4333
20616	4332
20617	4333
60831	4333
60832	4332
70841	4333
70843	4333
70844	4333
70845	4333
82127	4333
132123	4333
132126	4333
132127	4333
132131	4333
132132	4333
132136	4333
132138	4333
132139	4333
132140	4333
132146	4333
132149	4333
132150	4332
132151	4333
132152	4333
132154	4333
132161	4333
132162	4333
132172	4332
132173	4332
132174	4332
132175	4332
132176	4333
132177	4333
132178	4333
132179	4333
132180	4333
132192	4332
132193	4332
132194	4332
132196	4333
132203	4333
132206	4333
132207	4333
132208	4333
132209	4333
132214	4333
132216	4332
215005	4333
215007	4333
466391	4332
466392	4333
466393	4333
466394	4332
466395	4333
466397	4332
466398	4333
466410	4333
1331613	4333
1331615	4333
1331617	4333
1331618	4333
1331619	4333
1331623	4332
1331624	4332
1331626	4333
1331637	4333
1331640	4333
1331642	4333
1331644	4333
1331645	4333
1331650	4333
1331651	4333
1331654	4333
1331656	4333
1331658	4332
1331660	4333
1331663	4333
1331666	4333
1331669	4332
1331676	4332
1331677	4333
1331678	4333
1331680	4332
1331682	4332
1331683	4333
1331685	4333
1331687	4332
1331689	4333
1331690	4333
1331691	4333
1627939	4332
1627940	4332
389862	929
389863	929
389865	929
389867	929
389868	930
389870	929
389872	929
389878	929
389880	930
389881	929
389882	929
389883	930
389884	930
389886	930
389887	929
389888	929
389890	930
389891	929
389892	929
389893	929
389894	929
583225	930
1106086	929
1106090	929
1106091	929
1106095	929
1106096	929
1106100	929
1106102	929
1106106	930
1106109	929
1106111	930
1106114	930
1106115	930
1106116	930
1106118	929
1106123	929
1106124	929
1106128	929
1106131	930
1106132	929
1106134	929
1106135	930
1106137	930
1106138	930
1106140	929
1106142	929
1106144	929
1106146	930
1106148	930
1106151	930
1106153	929
1610924	930
1610927	930
30775	4213
30778	4213
30785	4214
30791	4214
30795	4213
30796	4214
30797	4213
30800	4214
30801	4214
30809	4214
30813	4214
30815	4213
30825	4214
30829	4214
30833	4214
30841	4213
30843	4214
30851	4214
30852	4214
30858	4213
30859	4213
30860	4214
30861	4213
30867	4213
62740	4214
63296	4214
76066	4213
76067	4213
76070	4213
76071	4214
156739	4213
156740	4213
156741	4213
156742	4214
156743	4214
156744	4214
156745	4214
156746	4214
156747	4214
156761	4214
156762	4214
156763	4214
156764	4214
156765	4214
156767	4214
156776	4214
156777	4214
156783	4214
156788	4214
156789	4214
156790	4214
156791	4214
156792	4214
156793	4214
156795	4213
156796	4213
156811	4214
156817	4214
156822	4214
156824	4213
156828	4213
156835	4214
156838	4214
156843	4213
156844	4213
156849	4214
156855	4214
156858	4214
156860	4214
156864	4214
156865	4214
156873	4214
156874	4213
156876	4214
156880	4214
156882	4214
156885	4214
156889	4214
156895	4213
156896	4214
156897	4213
156898	4213
156919	4214
156920	4214
156934	4213
156935	4214
156936	4214
156937	4213
156938	4213
156945	4214
156946	4214
156947	4214
156948	4214
156949	4213
156956	4214
156960	4214
156964	4213
156965	4214
156970	4214
156971	4214
156972	4214
156973	4214
217519	4214
284939	4214
284946	4214
284950	4214
284957	4214
284958	4214
284962	4214
284968	4214
284976	4214
284979	4213
284980	4214
284983	4214
284989	4213
284999	4214
285000	4213
285003	4213
285004	4213
550991	4213
550992	4214
567672	4214
567673	4214
567675	4213
567677	4213
567680	4213
567684	4213
796705	4213
796706	4213
796707	4213
796710	4214
796714	4213
796722	4214
796724	4214
796730	4214
796735	4213
796741	4214
796746	4213
796748	4214
796749	4213
796761	4214
796775	4213
796781	4214
796791	4214
796792	4214
796795	4213
796797	4213
796801	4214
796817	4213
796818	4214
796824	4213
796829	4214
796830	4213
796833	4214
796834	4214
796835	4213
796837	4213
796845	4214
796847	4214
796848	4214
796857	4214
796861	4214
796863	4214
796871	4214
796882	4214
796883	4214
796884	4214
796893	4214
796896	4214
796898	4213
796899	4213
796903	4214
796905	4214
796918	4214
796926	4214
796930	4214
796936	4214
796941	4214
796942	4213
796943	4214
796951	4214
796955	4214
796967	4213
796976	4213
796978	4214
796980	4213
796982	4214
796984	4213
796992	4214
796994	4214
797007	4213
797008	4214
797010	4214
797017	4214
797021	4214
1586090	4214
1586097	4214
1586099	4214
1586105	4214
26233	4582
26234	4581
26235	4582
26236	4582
26239	4581
26243	4582
26247	4582
26248	4582
26249	4582
26252	4581
26253	4582
26254	4582
26255	4581
26260	4582
26261	4582
26263	4582
26269	4581
26270	4582
61109	4582
74303	4582
74304	4582
74305	4582
74306	4582
146660	4582
146661	4582
146662	4582
146663	4581
146665	4582
146666	4582
146667	4582
146668	4582
146669	4582
146670	4582
146671	4582
146672	4582
146673	4582
146679	4582
146685	4582
146686	4582
146689	4581
146691	4582
146692	4582
146694	4581
146699	4582
146701	4582
146702	4582
146703	4582
146705	4582
146707	4582
146709	4582
146710	4582
146711	4582
146713	4582
146720	4581
146721	4582
146723	4582
146724	4582
146725	4582
146728	4582
146730	4581
146731	4582
146732	4582
146733	4582
216531	4582
216532	4582
216535	4582
216536	4582
401035	4582
401037	4581
401039	4582
401041	4581
401045	4582
401048	4582
401049	4582
401050	4581
401057	4582
401058	4582
401066	4582
401068	4582
401071	4581
401072	4581
401075	4582
401077	4582
401078	4582
401079	4581
401081	4582
401082	4582
401087	4582
401088	4582
401089	4582
584506	4582
584507	4582
584508	4582
1140211	4581
1140212	4582
1140215	4582
1140217	4582
1140219	4582
1140220	4582
1140229	4582
1140230	4582
1140234	4582
1140235	4582
1140239	4582
1140243	4581
1140247	4582
1140248	4581
1140249	4582
1140252	4582
1140253	4581
1140254	4582
1140256	4582
1140262	4581
1140265	4582
1140276	4582
1140277	4581
1140279	4582
1140281	4582
1140284	4581
1140293	4582
1140294	4582
1140296	4582
1140299	4582
1140304	4582
1140309	4581
1140311	4582
1140312	4582
1140314	4581
1140315	4582
1140317	4581
1140322	4581
1140323	4581
1140330	4582
1140333	4581
1140334	4581
1140343	4582
1140344	4581
1140349	4581
1140351	4582
1140352	4582
1140355	4582
81544	6506
207659	6506
368945	6506
368947	6506
368948	6506
368961	6506
368962	6506
368965	6506
368967	6506
368968	6506
368969	6506
368975	6506
368979	6506
580072	6506
1044042	6506
1044044	6506
1044047	6506
1044050	6506
1044062	6506
1044079	6506
1044085	6506
1044094	6506
1044096	6506
1044097	6506
1044111	6506
1044112	6506
1044114	6506
1044115	6506
1044117	6506
1044124	6506
1044125	6506
1044131	6506
200071	1445
231755	1445
231757	1445
231758	1442
231761	1442
231764	1445
231766	1445
231769	1442
231770	1445
231771	1442
231772	1445
231774	1442
231776	1442
231777	1445
231779	1442
231781	1445
231785	1445
231786	1445
231788	1442
231789	1445
231790	1442
231793	1445
231795	1445
231797	1445
231801	1445
231802	1442
231803	1445
231805	1445
231806	1445
231807	1445
231808	1445
231811	1445
231812	1445
231813	1445
231818	1445
231825	1445
