id_mutation	id_disease
126963	2
126954	2
126950	2
126926	2
126940	2
126933	2
264258	2
183323	2
183337	2
183339	2
183342	2
183312	2
183311	2
28727	2
183308	2
254553	2
254544	2
19155	2
263798	2
41611	2
240784	2
126980	2
127023	2
127021	2
127019	2
126981	2
41626	2
41628	2
126979	2
126929	2
35725	2
236828	2
183333	2
183321	2
183326	2
183325	2
183341	2
183313	2
183336	2
183334	2
183324	2
183306	2
183322	2
183335	2
183373	2
28751	2
28741	2
41609	2
28750	2
28744	2
260127	2
260124	2
260123	2
260121	2
260120	2
183379	2
183375	2
183351	2
183350	2
183352	2
183362	2
183363	2
183381	2
183348	2
183374	2
183367	2
183380	2
183376	2
9567	2
41632	2
41630	2
41674	2
41689	2
41690	2
126937	2
126943	2
126942	2
126941	2
126939	2
126920	2
126918	2
19159	2
126966	2
126952	2
41639	2
41642	2
41640	2
41610	2
127007	2
127033	2
127008	2
127028	2
127029	2
127030	2
127031	2
127032	2
126978	2
127034	2
126977	2
127035	2
127036	2
2766	2
8774	2
127006	2
126983	2
126990	2
126991	2
126992	2
126993	2
126994	2
126995	2
126996	2
126997	2
127005	2
126999	2
126982	2
248684	2
127000	2
8769	2
127001	2
8770	2
127002	2
127038	2
127003	2
8777	2
2767	2
127004	2
127037	2
127039	2
6483	2
6523	2
254566	2
126976	2
35504	2
5826	2
126989	2
127040	2
127041	2
127042	2
127043	2
127044	2
127045	2
127046	2
127047	2
126972	2
126936	2
126988	2
41696	2
41679	2
41667	2
41697	2
41695	2
41678	2
41677	2
41676	2
41675	2
41673	2
41672	2
41671	2
41670	2
41669	2
41668	2
41666	2
41699	2
41665	2
41664	2
41663	2
41662	2
41661	2
41660	2
41659	2
41658	2
41657	2
41653	2
41647	2
41646	2
41645	2
41644	2
41698	2
41700	2
41717	2
19171	2
19170	2
19169	2
19168	2
19161	2
19158	2
19157	2
41723	2
41722	2
41721	2
41720	2
41719	2
41718	2
41716	2
41701	2
41715	2
41714	2
41713	2
41712	2
41711	2
41710	2
41709	2
41708	2
41707	2
41706	2
41705	2
41704	2
41703	2
41702	2
41643	2
41625	2
19173	2
41624	2
41623	2
41622	2
41621	2
41620	2
41619	2
41618	2
41617	2
41616	2
41615	2
41614	2
36241	2
19172	2
36186	2
232220	2
19179	2
19178	2
35406	3
35412	3
35417	3
240222	3
35414	3
263989	3
263991	3
240198	3
240194	3
240230	3
35415	3
263996	3
263995	3
263990	3
263993	3
240242	3
240241	3
240240	3
240239	3
240238	3
240221	3
240212	3
240213	3
240214	3
240215	3
240216	3
240219	3
240220	3
240223	3
240225	3
240226	3
240227	3
240228	3
240233	3
240237	3
240210	3
240209	3
240208	3
240207	3
240199	3
240200	3
240201	3
240202	3
240203	3
240204	3
240205	3
240206	3
263985	3
35406	4
238079	4
35407	4
246880	4
182648	4
245017	4
156729	4
159157	4
35712	4
156720	4
181701	4
35107	4
210707	4
238064	4
240298	4
260080	4
229288	4
183564	4
28665	4
235555	4
242049	4
35711	4
240243	4
264507	4
35406	5
249256	5
9653	5
35407	5
141085	5
9640	5
35853	5
4978	5
244516	5
137255	5
163486	5
163426	5
202504	5
35406	6
240466	6
263427	6
259984	6
4838	6
237386	6
237387	6
237390	6
263811	6
263812	6
6465	6
237389	6
263813	6
35080	6
35082	6
35081	6
240473	6
156733	6
163162	6
238423	6
128062	6
35157	6
199700	6
242714	6
38263	6
237388	6
209958	6
238079	6
154544	6
34708	6
230170	6
154545	6
160775	6
239139	6
225221	6
242625	6
263680	6
224579	6
238609	6
38367	6
230546	6
244409	6
242450	6
136683	6
239601	6
244410	6
246612	6
246610	6
264499	6
263954	6
184508	6
245033	6
136815	6
180811	6
229323	6
237723	6
244386	6
261645	6
35385	6
35645	6
242173	6
136885	6
246038	6
240063	6
240540	6
240539	6
242356	6
35407	6
47793	6
47758	6
47837	6
47826	6
47961	6
230790	6
264476	6
156205	6
34231	6
39225	6
48050	6
47991	6
234181	6
246880	6
37369	6
225418	6
184262	6
166083	6
25610	6
225447	6
263157	6
209630	6
169627	6
129376	6
129440	6
129466	6
129482	6
184557	6
184658	6
183005	6
131682	6
129381	6
162779	6
181675	6
229570	6
148467	6
220743	6
243779	6
173557	6
254988	6
234109	6
234124	6
242477	6
157674	6
126917	6
126955	6
126922	6
260200	6
173553	6
226585	6
35961	6
183514	6
28796	6
21358	6
223753	6
180738	6
225707	6
38243	6
146449	6
225219	6
229477	6
231971	6
146450	6
225699	6
131292	6
19729	6
148445	6
156747	6
129431	6
183768	6
244406	6
156132	6
258123	6
35072	6
3976	6
234196	6
161013	6
246215	6
180814	6
129673	6
129580	6
129757	6
257242	6
155720	6
263354	6
35173	6
160849	6
42460	6
42482	6
34580	6
224705	6
24277	6
224522	6
24446	6
224720	6
220765	6
234993	6
224498	6
137965	6
224773	6
144236	6
257239	6
244412	6
244413	6
264457	6
182791	6
235983	6
42493	6
42486	6
209505	6
143426	6
144326	6
231108	6
144687	6
144675	6
255609	6
3884	6
157715	6
264224	6
180737	6
224065	6
224192	6
223911	6
182829	6
244877	6
242468	6
243792	6
244340	6
242549	6
238418	6
228028	6
262300	6
173613	6
233924	6
230174	6
229558	6
237432	6
234997	6
229556	6
263467	6
228034	6
34358	6
256619	6
228067	6
262314	6
263860	6
160858	6
148835	6
224834	6
224870	6
228984	6
209550	6
4557	6
220967	6
154821	6
38124	6
144278	6
144241	6
220458	6
144214	6
245095	6
156791	6
156825	6
244875	6
183761	6
230443	6
156867	6
244597	6
221770	6
221718	6
156129	6
244278	6
239167	6
182376	6
182095	6
35808	6
232781	6
35692	6
264372	6
228064	6
240940	6
42500	6
228131	6
224944	6
154897	6
235021	6
173780	6
224501	6
244608	6
183286	6
139735	6
261826	6
258750	6
180969	6
228990	6
34372	6
139741	6
139785	6
209687	6
139810	6
261852	6
31331	6
139794	6
221183	6
144731	6
200148	6
224680	6
224639	6
127385	6
260175	6
260196	6
6195	6
184213	6
131037	6
5336	6
48103	6
264001	6
4908	6
48141	6
258023	6
244408	6
246613	6
246609	6
259938	6
7432	6
28478	6
240942	6
240946	6
242551	6
4981	6
240941	6
163292	6
225287	6
263147	6
223763	6
244600	6
22995	6
244610	6
245094	6
245096	6
245097	6
245098	6
244878	6
244876	6
244616	6
244615	6
244614	6
244613	6
244612	6
244611	6
244609	6
154953	6
244607	6
244606	6
244605	6
244604	6
244603	6
264458	6
244602	6
244601	6
240944	6
36007	6
244599	6
240945	6
225425	6
224730	6
24305	6
240482	6
240550	6
235980	6
233164	6
233929	6
235981	6
234682	6
206625	6
160944	6
182676	6
235140	6
224627	6
157737	6
244311	6
238669	6
35172	6
244320	6
238690	6
42495	6
42498	6
225457	6
244317	6
42478	6
206630	6
242326	6
225490	6
263767	6
221742	6
160935	6
264007	6
144401	6
259934	6
162758	6
129705	6
233514	6
143113	6
5	6
237678	6
234756	6
224507	6
34711	6
258451	6
21346	6
123132	6
123153	6
236089	6
123133	6
245021	6
123154	6
126022	6
123155	6
126023	6
123131	6
123156	6
126028	6
126030	6
123160	6
173858	6
123159	6
123158	6
209631	6
126031	6
225698	6
123134	6
138030	6
123129	6
123157	6
126029	6
126021	6
123130	6
123152	6
126026	6
123135	6
123143	6
215521	6
34397	6
34398	6
126027	6
199885	6
34399	6
123146	6
123145	6
123147	6
34400	6
123144	6
123148	6
34401	6
34402	6
215512	6
123151	6
123142	6
123149	6
123150	6
123141	6
123140	6
123139	6
24314	6
123138	6
123137	6
199884	6
126025	6
126024	6
123136	6
123162	6
123161	6
123173	6
173857	6
126020	6
126010	6
125996	6
125995	6
125994	6
125993	6
7303	6
125992	6
7304	6
125991	6
7305	6
125990	6
125989	6
125988	6
123182	6
7306	6
236288	6
7307	6
236287	6
7308	6
126009	6
7299	6
163713	6
7301	6
7302	6
34321	6
126006	6
34328	6
34329	6
126005	6
126004	6
126007	6
126003	6
163714	6
126002	6
126001	6
126000	6
125999	6
125998	6
125997	6
7300	6
126008	6
126011	6
236286	6
236285	6
123169	6
123175	6
123174	6
123172	6
123171	6
126016	6
126017	6
126018	6
123170	6
123168	6
123176	6
123167	6
123166	6
123165	6
34356	6
244898	6
123164	6
123163	6
126019	6
244620	6
123177	6
7309	6
244277	6
7310	6
123181	6
126012	6
7298	6
126013	6
126014	6
236284	6
123128	6
236283	6
123178	6
244321	6
244322	6
126015	6
244339	6
244572	6
123180	6
123179	6
244619	6
138031	6
247735	6
123127	6
2720	6
2728	6
2727	6
2726	6
2725	6
2724	6
2723	6
2722	6
2721	6
2719	6
2730	6
2718	6
2717	6
2716	6
2715	6
2714	6
2713	6
2712	6
2711	6
2729	6
2731	6
123126	6
2742	6
2750	6
2749	6
2748	6
2747	6
2746	6
2745	6
2744	6
2743	6
2741	6
2732	6
2740	6
2739	6
2738	6
2737	6
2736	6
2735	6
2734	6
2733	6
2710	6
2709	6
2708	6
2677	6
2685	6
2684	6
2683	6
2682	6
2681	6
2680	6
2679	6
2678	6
2676	6
2707	6
2675	6
2674	6
2673	6
2672	6
2671	6
2670	6
260362	6
225128	6
2686	6
2687	6
2688	6
2689	6
2706	6
2705	6
2704	6
2703	6
2702	6
2701	6
2700	6
2699	6
2698	6
2697	6
2696	6
2695	6
2694	6
2693	6
2692	6
2691	6
2690	6
2751	6
2752	6
2753	6
123101	6
123108	6
123107	6
123106	6
123105	6
245957	6
123104	6
123103	6
123102	6
246125	6
247572	6
123100	6
123099	6
123098	6
246216	6
209494	6
209493	6
7848	6
247188	6
123109	6
123110	6
123111	6
123112	6
123125	6
123124	6
123123	6
123122	6
245797	6
245803	6
123121	6
123120	6
245956	6
123119	6
138032	6
123118	6
123117	6
123116	6
123115	6
123114	6
123113	6
7860	6
34576	6
2754	6
34789	6
225295	6
225294	6
225293	6
225292	6
225291	6
34760	6
34761	6
34782	6
34796	6
126033	6
225279	6
131297	6
131296	6
131295	6
131294	6
131293	6
209046	6
228271	6
34661	6
34660	6
34659	6
225296	6
248144	6
156868	6
156869	6
248148	6
34622	6
248149	6
248152	6
248187	6
259727	6
31333	6
259824	6
259918	6
248781	6
248784	6
259992	6
34658	6
126032	6
126063	6
126034	6
126155	6
242167	6
242168	6
242169	6
242170	6
203343	6
126154	6
242413	6
126153	6
242453	6
126152	6
126151	6
126150	6
126149	6
203342	6
126148	6
126147	6
126146	6
242546	6
126145	6
241786	6
126156	6
7297	6
126157	6
226610	6
240462	6
240488	6
255515	6
240569	6
224196	6
224197	6
183289	6
183288	6
183287	6
183284	6
240943	6
32122	6
32121	6
224306	6
32106	6
241784	6
241785	6
242548	6
242553	6
242554	6
126144	6
180986	6
126126	6
180985	6
243234	6
126125	6
224671	6
224672	6
224673	6
224674	6
224675	6
180978	6
180977	6
224676	6
126124	6
126123	6
180976	6
126122	6
126121	6
126120	6
224547	6
224546	6
126127	6
126137	6
242635	6
242656	6
126143	6
126142	6
126141	6
126140	6
126139	6
126138	6
126136	6
126128	6
126135	6
224516	6
126134	6
126133	6
126132	6
126131	6
126130	6
126129	6
240320	6
240319	6
240318	6
128170	6
181652	6
127050	6
181651	6
182516	6
257386	6
48058	6
48057	6
48056	6
182696	6
182697	6
182700	6
182707	6
4775	6
182749	6
128154	6
128163	6
128164	6
128167	6
128168	6
182465	6
181673	6
181674	6
127542	6
4975	6
127537	6
127538	6
127539	6
127540	6
127541	6
4940	6
5003	6
127543	6
181691	6
37887	6
37958	6
182103	6
182104	6
182105	6
137212	6
48201	6
128169	6
182864	6
155076	6
237449	6
184220	6
184215	6
181357	6
181356	6
20409	6
239617	6
183804	6
183717	6
183709	6
183519	6
183512	6
183489	6
183384	6
183383	6
183382	6
240064	6
155078	6
155077	6
224085	6
238830	6
238829	6
238828	6
238506	6
238081	6
184778	6
184776	6
238380	6
238468	6
238503	6
238504	6
238505	6
238507	6
223817	6
238701	6
223712	6
238702	6
238704	6
223764	6
238705	6
223815	6
223816	6
126119	6
224678	6
126118	6
126062	6
7275	6
126071	6
126070	6
126069	6
7276	6
126068	6
34251	6
7277	6
7278	6
126067	6
7279	6
126066	6
34256	6
126065	6
7280	6
126064	6
181793	6
7281	6
34257	6
126072	6
126073	6
126074	6
156447	6
7270	6
126085	6
7271	6
173546	6
126084	6
126083	6
7272	6
7273	6
126082	6
126075	6
7274	6
126081	6
34247	6
126080	6
126079	6
126078	6
126077	6
126076	6
7282	6
126061	6
126086	6
7283	6
7291	6
7292	6
126046	6
3803	6
126045	6
7293	6
126044	6
7294	6
126043	6
126042	6
7295	6
126041	6
126040	6
126039	6
126038	6
126037	6
7296	6
126036	6
126035	6
7290	6
7289	6
126047	6
126055	6
7284	6
126060	6
126059	6
126058	6
126057	6
126056	6
7285	6
3850	6
126054	6
126048	6
126053	6
7286	6
7287	6
126052	6
126051	6
7288	6
126050	6
126049	6
7269	6
7268	6
224679	6
126104	6
7230	6
7231	6
7232	6
126109	6
7233	6
7234	6
7235	6
7236	6
126108	6
126107	6
7237	6
7238	6
126106	6
7239	6
7240	6
7241	6
126105	6
7242	6
7243	6
126110	6
7229	6
126111	6
224707	6
224681	6
224682	6
224683	6
126117	6
224684	6
224706	6
210005	6
210004	6
126116	6
126112	6
126115	6
126114	6
225756	6
243585	6
7226	6
7227	6
126113	6
7228	6
7244	6
126103	6
126087	6
126102	6
7263	6
34205	6
7264	6
126100	6
126099	6
7265	6
126098	6
7266	6
126097	6
126096	6
126095	6
126094	6
126093	6
126092	6
126091	6
126090	6
126089	6
126088	6
7267	6
206638	6
7262	6
206637	6
7252	6
7245	6
34180	6
7246	6
7247	6
7248	6
7249	6
7250	6
7251	6
126101	6
7261	6
7253	6
7254	6
7255	6
7256	6
7257	6
7258	6
7259	6
7260	6
180979	6
225127	6
35454	6
21490	6
221234	6
221233	6
35900	6
146714	6
146713	6
235164	6
35117	6
230692	6
235191	6
263647	6
139825	6
235553	6
139824	6
139823	6
221235	6
232967	6
139822	6
233643	6
221788	6
233649	6
233647	6
233646	6
233645	6
233644	6
35903	6
35456	6
233642	6
233486	6
233484	6
220580	6
263317	6
35455	6
263607	6
143155	6
233979	6
263478	6
230468	6
230469	6
230479	6
35595	6
23834	6
144738	6
35045	6
35865	6
263454	6
35668	6
263078	6
263132	6
263379	6
230467	6
230284	6
139777	6
35502	6
23110	6
139776	6
139775	6
139774	6
139773	6
143378	6
230283	6
144483	6
144477	6
144478	6
144479	6
144480	6
144481	6
144482	6
263741	6
263315	6
234096	6
229705	6
161153	6
157806	6
157801	6
35299	6
157721	6
264459	6
157800	6
157799	6
234097	6
157751	6
157796	6
214742	6
28401	6
28407	6
229026	6
229027	6
229028	6
148855	6
264056	6
28488	6
234758	6
234676	6
264045	6
263877	6
263878	6
264018	6
264017	6
264521	6
263879	6
229665	6
189223	6
263762	6
264373	6
229709	6
264374	6
229707	6
264361	6
231155	6
229710	6
231156	6
229711	6
234098	6
230065	6
229706	6
35375	6
230062	6
230063	6
230064	6
231152	6
35406	7
249239	7
249237	7
49482	7
49441	7
49435	7
49487	7
49486	7
49436	7
49434	7
49484	7
49483	7
49477	7
49481	7
49472	7
49440	7
49439	7
49467	7
49468	7
49469	7
49470	7
49471	7
49473	7
49480	7
49474	7
49438	7
49437	7
49475	7
49476	7
49478	7
49479	7
49485	7
49447	7
49454	7
49415	7
49412	7
49411	7
49463	7
49410	7
49409	7
49446	7
49408	7
49466	7
49461	7
49448	7
49460	7
49459	7
49458	7
49457	7
49456	7
49455	7
49453	7
49452	7
49451	7
49450	7
49449	7
49464	7
49465	7
49405	7
49406	7
49414	7
49413	7
49416	7
49404	7
49442	7
49433	7
49432	7
49431	7
49430	7
49403	7
49443	7
49429	7
49428	7
49444	7
49427	7
49426	7
49425	7
49462	7
49445	7
49424	7
49423	7
49422	7
49421	7
49420	7
49419	7
49418	7
49417	7
49407	7
47961	7
9595	7
181535	7
254950	7
241355	7
162037	7
47818	7
9600	7
23935	7
256284	7
165179	7
9572	7
49205	7
49148	7
49232	7
49204	7
49149	7
49150	7
49203	7
49202	7
49206	7
49176	7
49166	7
49207	7
49152	7
49208	7
49209	7
49210	7
49167	7
49193	7
49177	7
49212	7
49178	7
49192	7
49151	7
49211	7
49165	7
49198	7
49155	7
49173	7
49174	7
49196	7
49197	7
49175	7
49156	7
49157	7
49158	7
49159	7
49195	7
49164	7
49160	7
49194	7
49161	7
49199	7
49162	7
49200	7
49163	7
49154	7
49213	7
49153	7
49201	7
49168	7
49214	7
49223	7
49219	7
49220	7
49182	7
49183	7
49185	7
49180	7
49227	7
49179	7
49221	7
49226	7
49184	7
49225	7
49222	7
49171	7
49231	7
49170	7
49218	7
49188	7
49191	7
49190	7
49189	7
49230	7
49215	7
49216	7
49169	7
49229	7
49181	7
49187	7
49172	7
49217	7
49186	7
49228	7
49224	7
137297	7
223409	7
137238	7
249265	7
146456	7
9587	7
202503	7
47914	7
21509	7
9620	7
249307	7
249286	7
47964	7
47965	7
47962	7
185340	7
19110	7
254562	7
181452	7
248192	7
137298	7
48642	7
48707	7
48706	7
48705	7
48704	7
48703	7
48702	7
48640	7
48701	7
48700	7
48699	7
48698	7
48697	7
48650	7
48696	7
48643	7
48722	7
48639	7
48708	7
48720	7
48719	7
48638	7
48641	7
48646	7
48647	7
48718	7
48717	7
48648	7
48716	7
48649	7
48715	7
48713	7
48712	7
48644	7
48711	7
48710	7
48645	7
48721	7
48709	7
48714	7
48657	7
48683	7
48682	7
48656	7
48658	7
48681	7
48659	7
48660	7
48661	7
48680	7
48679	7
48662	7
48678	7
48677	7
48676	7
254554	7
48663	7
48664	7
48665	7
48666	7
48667	7
48668	7
48669	7
48670	7
48671	7
48672	7
48673	7
48674	7
48655	7
48675	7
48690	7
48687	7
48693	7
48691	7
48694	7
48651	7
48695	7
48652	7
48684	7
48689	7
48653	7
48654	7
48692	7
48688	7
48686	7
48685	7
254501	7
19116	7
19156	7
137213	7
137262	7
254955	7
7906	7
163391	7
263729	7
248193	7
202448	7
7903	7
261562	7
254559	7
254563	7
256294	7
254503	7
185361	7
202462	7
9723	7
41608	7
165207	7
249108	7
42309	7
202619	7
181361	7
126956	7
23987	7
35412	7
202647	7
202630	7
202625	7
130825	7
9721	7
163396	7
261584	7
181410	7
5842	7
254512	7
127012	7
41682	7
126998	7
19174	7
254564	7
254547	7
202624	7
163395	7
261565	7
259746	7
28148	7
255933	7
21518	7
144562	7
185341	7
29013	7
29007	7
248259	7
249111	7
162050	7
248191	7
185343	7
19790	7
263404	7
28118	7
140696	7
202611	7
38675	7
20644	7
256292	7
5899	7
209231	7
131402	7
49326	7
114675	7
114629	7
114628	7
114624	7
114627	7
114626	7
49324	7
49325	7
114622	7
49322	7
114625	7
114623	7
49323	7
114630	7
114647	7
114649	7
114650	7
114651	7
114652	7
114653	7
114654	7
114655	7
114656	7
114657	7
114658	7
114659	7
114660	7
114661	7
114662	7
114663	7
114664	7
114665	7
114648	7
114646	7
49321	7
114645	7
114631	7
114632	7
114633	7
114634	7
114635	7
114636	7
114637	7
114638	7
114639	7
114640	7
114641	7
114642	7
114643	7
114644	7
49327	7
114617	7
114615	7
114680	7
114619	7
114682	7
114681	7
114679	7
114678	7
114677	7
114676	7
114618	7
49330	7
114616	7
114614	7
114600	7
114599	7
114598	7
114620	7
114621	7
114601	7
114667	7
49331	7
256331	7
114602	7
114610	7
49329	7
114613	7
114612	7
114611	7
114609	7
114603	7
49328	7
114608	7
114607	7
114606	7
114605	7
114604	7
114666	7
114668	7
49336	7
49370	7
49369	7
49368	7
49367	7
49366	7
49365	7
49394	7
49337	7
49364	7
49335	7
49371	7
49363	7
49334	7
49333	7
49362	7
49361	7
49332	7
49360	7
49359	7
49358	7
49393	7
49338	7
49356	7
49375	7
49378	7
49379	7
49380	7
49381	7
49382	7
49383	7
49384	7
49376	7
49341	7
49340	7
49339	7
49392	7
49374	7
49373	7
114669	7
49385	7
49386	7
49387	7
49388	7
49389	7
49390	7
49372	7
49391	7
49357	7
49377	7
49355	7
49349	7
49319	7
49345	7
114674	7
114673	7
114672	7
49320	7
49342	7
49399	7
49395	7
49398	7
49351	7
49397	7
49346	7
140664	7
49348	7
49347	7
49396	7
114671	7
114670	7
49344	7
49350	7
49354	7
49352	7
49343	7
49400	7
49353	7
49318	7
49401	7
49402	7
30940	7
141065	7
35061	7
137242	7
202505	7
137243	7
137244	7
9724	7
21510	7
20715	7
20701	7
255746	7
255742	7
255677	7
37135	7
37133	7
20790	7
20754	7
162051	7
261574	7
261572	7
38027	7
114509	7
114512	7
4932	7
137285	7
114511	7
114510	7
137269	7
114078	7
114508	7
114498	7
114079	7
114080	7
114495	7
114496	7
114497	7
114499	7
114507	7
114500	7
114501	7
114502	7
114503	7
114504	7
114505	7
114506	7
114494	7
249362	7
34228	7
202674	7
202690	7
202692	7
114047	7
202616	7
249261	7
114046	7
114045	7
181536	7
130840	7
114042	7
130871	7
130870	7
130860	7
202490	7
114044	7
202497	7
202508	7
202530	7
114041	7
3842	7
202538	7
202547	7
114043	7
202457	7
114056	7
114057	7
114059	7
114060	7
114061	7
37041	7
4227	7
114062	7
181382	7
181421	7
37392	7
141061	7
254959	7
254957	7
114436	7
114048	7
114049	7
114050	7
114051	7
162274	7
114052	7
114053	7
227390	7
114054	7
114055	7
114040	7
114058	7
114077	7
114489	7
114069	7
114490	7
114068	7
114433	7
19649	7
114434	7
114435	7
114488	7
114065	7
114487	7
114486	7
114485	7
114484	7
114483	7
114482	7
256339	7
114481	7
114432	7
5555	7
5565	7
5557	7
5558	7
5559	7
5560	7
5561	7
5562	7
5563	7
5564	7
5566	7
5567	7
5568	7
114428	7
5569	7
114491	7
114070	7
114429	7
114430	7
114431	7
114480	7
114479	7
114478	7
114447	7
114456	7
114455	7
114454	7
114453	7
114452	7
114451	7
114450	7
114449	7
114448	7
114446	7
114477	7
114445	7
114444	7
114443	7
114442	7
114441	7
114440	7
114439	7
114438	7
114457	7
114458	7
114459	7
114460	7
114476	7
114475	7
114474	7
114473	7
114472	7
114471	7
114470	7
114469	7
114468	7
114467	7
114066	7
114466	7
114465	7
114464	7
114463	7
114462	7
114067	7
114461	7
5556	7
5554	7
114063	7
5501	7
5493	7
5494	7
5495	7
5496	7
5497	7
5498	7
5499	7
5500	7
5502	7
5491	7
5503	7
5504	7
5505	7
5506	7
5507	7
5508	7
5509	7
5510	7
5511	7
5492	7
5490	7
5553	7
114074	7
236791	7
114493	7
114076	7
114064	7
114075	7
114073	7
5489	7
114072	7
114492	7
255923	7
255938	7
114071	7
5485	7
5486	7
5487	7
5488	7
5512	7
5513	7
5514	7
5542	7
5533	7
5534	7
5535	7
5536	7
5537	7
5538	7
5539	7
5540	7
5541	7
5543	7
28129	7
5544	7
5545	7
5546	7
5547	7
5548	7
5549	7
5550	7
5551	7
5552	7
5532	7
5531	7
5530	7
5529	7
5515	7
5516	7
5517	7
5518	7
5519	7
5520	7
5521	7
5522	7
28126	7
5523	7
5524	7
5525	7
28117	7
28105	7
5526	7
28101	7
5527	7
5528	7
114039	7
114437	7
163450	7
163463	7
163468	7
163470	7
163473	7
163424	7
114023	7
114022	7
114021	7
114024	7
114025	7
114026	7
114027	7
29004	7
114017	7
114014	7
114015	7
114016	7
114018	7
114019	7
114020	7
114028	7
114003	7
114004	7
114005	7
264137	7
114006	7
114007	7
114008	7
114009	7
114010	7
114011	7
8773	7
114086	7
259741	7
259733	7
259729	7
259728	7
114082	7
114083	7
114084	7
114085	7
114087	7
241360	7
