id_mutation	id_insource	id_source
144	655627	1
145	757607	1
146	822187	1
147	820457	1
148	821774	1
149	825484	1
150	826738	1
151	827330	1
152	843954	1
153	860090	1
154	848383	1
155	921772	1
156	952679	1
157	948306	1
158	957509	1
159	959732	1
160	959525	1
161	978438	1
162	238313	1
163	435165	1
164	639011	1
165	855572	1
166	929719	1
167	290083	1
168	312687	1
169	420406	1
170	472868	1
171	591985	1
172	637946	1
173	848707	1
174	835537	1
175	834773	1
176	957479	1
177	976701	1
178	422206	1
179	552089	1
180	557356	1
181	550339	1
182	550913	1
183	553945	1
184	556204	1
185	946337	1
186	971537	1
187	424194	1
188	531992	1
189	286991	1
190	546717	1
191	835643	1
192	934748	1
193	961105	1
194	953502	1
195	434123	1
196	529486	1
197	292815	1
198	438263	1
199	554945	1
200	552611	1
201	567899	1
202	573861	1
203	569769	1
204	712381	1
205	41003	1
206	41003	1
207	41003	1
208	41003	1
209	41003	1
210	41003	1
211	41003	1
212	41003	1
213	41003	1
214	41003	1
215	41003	1
216	41003	1
217	41003	1
218	41003	1
219	41003	1
220	41003	1
221	41003	1
222	41003	1
223	41003	1
224	41003	1
225	41003	1
226	41003	1
227	41003	1
228	41003	1
229	41003	1
230	41003	1
231	41003	1
232	41003	1
233	41003	1
234	41003	1
235	41003	1
236	41003	1
237	41003	1
238	41003	1
239	41003	1
240	41003	1
241	41003	1
242	41003	1
243	41003	1
244	41003	1
245	41003	1
246	41003	1
247	41003	1
248	41003	1
249	41003	1
250	41003	1
251	41003	1
252	41003	1
253	41003	1
254	41003	1
255	41003	1
256	41003	1
257	41003	1
258	41003	1
259	41003	1
260	41003	1
261	41003	1
262	41003	1
263	41003	1
264	41003	1
265	41003	1
266	41003	1
267	41003	1
268	41003	1
269	41003	1
270	41003	1
271	41003	1
272	41003	1
273	41003	1
274	41003	1
275	41003	1
276	41003	1
277	41003	1
278	41003	1
279	41003	1
280	41003	1
281	41003	1
282	41003	1
283	41003	1
284	41003	1
285	41003	1
286	41003	1
287	41003	1
288	41003	1
289	41003	1
290	134488	1
291	134488	1
292	134488	1
293	134488	1
294	134488	1
295	134488	1
296	134488	1
297	134488	1
298	134488	1
299	134488	1
300	134488	1
301	134488	1
302	134488	1
303	134488	1
304	134488	1
305	134488	1
306	134488	1
307	134488	1
308	134488	1
309	134488	1
310	134488	1
311	134488	1
312	134488	1
313	134488	1
314	134488	1
315	134488	1
316	134488	1
317	134488	1
318	134488	1
319	134488	1
320	134488	1
321	134488	1
322	134488	1
323	134488	1
324	134488	1
325	134488	1
326	134488	1
327	134488	1
328	134488	1
329	134488	1
330	134488	1
331	134488	1
332	134488	1
333	134488	1
334	134488	1
335	134488	1
336	134488	1
337	134488	1
338	134488	1
339	134488	1
340	134488	1
341	134488	1
342	134488	1
343	134488	1
344	134488	1
345	134488	1
346	134488	1
347	134488	1
348	134488	1
349	134488	1
350	134488	1
351	134488	1
352	134488	1
353	134488	1
354	134488	1
355	134488	1
356	134488	1
357	134488	1
358	134488	1
359	134488	1
360	134488	1
361	134488	1
362	134488	1
363	134488	1
364	134488	1
365	134488	1
366	134488	1
367	134488	1
368	134488	1
369	134488	1
370	134488	1
371	134488	1
372	134488	1
373	134488	1
374	134488	1
375	135301	1
376	135301	1
377	135301	1
378	135301	1
379	135301	1
380	135301	1
381	135301	1
382	135301	1
383	135301	1
384	135301	1
385	135301	1
386	135301	1
387	135301	1
388	135301	1
389	135301	1
390	135301	1
391	135301	1
392	135301	1
393	135301	1
394	135301	1
395	135301	1
396	135301	1
397	135301	1
398	135301	1
399	135301	1
400	135301	1
401	135301	1
402	135301	1
403	135301	1
404	135301	1
405	135301	1
406	135301	1
407	135301	1
408	135301	1
409	135301	1
410	135301	1
411	135301	1
412	135301	1
413	135301	1
414	135301	1
415	135301	1
416	135301	1
417	135301	1
418	135301	1
419	135301	1
420	135301	1
421	135301	1
422	135301	1
423	135301	1
424	135301	1
425	135301	1
426	135301	1
427	135301	1
428	135301	1
429	135301	1
430	135301	1
431	135301	1
432	135301	1
433	135301	1
434	135301	1
435	135301	1
436	135301	1
437	135301	1
438	135301	1
439	135301	1
440	135301	1
441	135301	1
442	135301	1
443	135301	1
444	135301	1
445	135301	1
446	135301	1
447	135301	1
448	135301	1
449	135301	1
450	135301	1
451	135301	1
452	135301	1
453	135301	1
454	135301	1
455	135301	1
456	135301	1
457	135301	1
458	135301	1
459	135301	1
460	198093	1
461	198093	1
462	198093	1
463	198093	1
464	198093	1
465	198093	1
466	198093	1
467	198093	1
468	198093	1
469	198093	1
470	198093	1
471	198093	1
472	198093	1
473	198093	1
474	198093	1
475	198093	1
476	198093	1
477	198093	1
478	198093	1
479	198093	1
480	198093	1
481	198093	1
482	198093	1
483	198093	1
484	198093	1
485	198093	1
486	198093	1
487	198093	1
488	198093	1
489	198093	1
490	198093	1
491	198093	1
492	198093	1
493	198093	1
494	198093	1
495	198093	1
496	198093	1
497	198093	1
498	198093	1
499	198093	1
500	198093	1
501	198093	1
502	198093	1
503	198093	1
504	198093	1
505	198093	1
506	198093	1
507	198093	1
508	198093	1
509	198093	1
510	198093	1
511	198093	1
512	198093	1
513	198093	1
514	198093	1
515	198093	1
516	198093	1
517	198093	1
518	198093	1
519	198093	1
520	198093	1
521	198093	1
522	198093	1
523	198093	1
524	198093	1
525	198093	1
526	198093	1
527	198093	1
528	198093	1
529	198093	1
530	198093	1
531	198093	1
532	198093	1
533	198093	1
534	198093	1
535	198093	1
536	198093	1
537	198093	1
538	198093	1
539	198093	1
540	198093	1
541	198093	1
542	198093	1
543	198093	1
544	198093	1
545	215547	1
546	215547	1
547	215547	1
548	215547	1
549	215547	1
550	215547	1
551	215547	1
552	215547	1
553	215547	1
554	215547	1
555	215547	1
556	215547	1
557	215547	1
558	215547	1
559	215547	1
560	215547	1
561	215547	1
562	215547	1
563	215547	1
564	215547	1
565	215547	1
566	215547	1
567	215547	1
568	215547	1
569	215547	1
570	215547	1
571	215547	1
572	215547	1
573	215547	1
574	215547	1
575	215547	1
576	215547	1
577	215547	1
578	215547	1
579	215547	1
580	215547	1
581	215547	1
582	215547	1
583	215547	1
584	215547	1
585	215547	1
586	215547	1
587	215547	1
588	215547	1
589	215547	1
590	215547	1
591	215547	1
592	215547	1
593	215547	1
594	215547	1
595	215547	1
596	215547	1
597	215547	1
598	215547	1
599	215547	1
600	215547	1
601	215547	1
602	215547	1
603	215547	1
604	215547	1
605	215547	1
606	215547	1
607	215547	1
608	215547	1
609	215547	1
610	215547	1
611	215547	1
612	215547	1
613	215547	1
614	215547	1
615	215547	1
616	215547	1
617	215547	1
618	215547	1
619	215547	1
620	215547	1
621	215547	1
622	215547	1
623	215547	1
624	215547	1
625	215547	1
626	215547	1
627	215547	1
628	215547	1
629	215547	1
630	291305	1
631	291305	1
632	291305	1
633	291305	1
634	291305	1
635	291305	1
636	291305	1
637	291305	1
638	291305	1
639	291305	1
640	291305	1
641	291305	1
642	291305	1
643	291305	1
644	291305	1
645	291305	1
646	291305	1
647	291305	1
648	291305	1
649	291305	1
650	291305	1
651	291305	1
652	291305	1
653	291305	1
654	291305	1
655	291305	1
656	291305	1
657	291305	1
658	291305	1
659	291305	1
660	291305	1
661	291305	1
662	291305	1
663	291305	1
664	291305	1
665	291305	1
666	291305	1
667	291305	1
668	291305	1
669	291305	1
670	291305	1
671	291305	1
672	291305	1
673	291305	1
674	291305	1
675	291305	1
676	291305	1
677	291305	1
678	291305	1
679	291305	1
680	291305	1
681	291305	1
682	291305	1
683	291305	1
684	291305	1
685	291305	1
686	291305	1
687	291305	1
688	291305	1
689	291305	1
690	291305	1
691	291305	1
692	291305	1
693	291305	1
694	291305	1
695	291305	1
696	291305	1
697	291305	1
698	291305	1
699	291305	1
700	291305	1
701	291305	1
702	291305	1
703	291305	1
704	291305	1
705	291305	1
706	291305	1
707	291305	1
708	291305	1
709	291305	1
710	291305	1
711	291305	1
712	291305	1
713	291305	1
714	291305	1
715	374486	1
716	374486	1
717	374486	1
718	374486	1
719	374486	1
720	374486	1
721	374486	1
722	374486	1
723	374486	1
724	374486	1
725	374486	1
726	374486	1
727	374486	1
728	374486	1
729	374486	1
730	374486	1
731	374486	1
732	374486	1
733	374486	1
734	374486	1
735	374486	1
736	374486	1
737	374486	1
738	374486	1
739	374486	1
740	374486	1
741	374486	1
742	374486	1
743	374486	1
744	374486	1
745	374486	1
746	374486	1
747	374486	1
748	374486	1
749	374486	1
750	374486	1
751	374486	1
752	374486	1
753	374486	1
754	374486	1
755	374486	1
756	374486	1
757	374486	1
758	374486	1
759	374486	1
760	374486	1
761	374486	1
762	374486	1
763	374486	1
764	374486	1
765	374486	1
766	374486	1
767	374486	1
768	374486	1
769	374486	1
770	374486	1
771	374486	1
772	374486	1
773	374486	1
774	374486	1
775	374486	1
776	374486	1
777	374486	1
778	374486	1
779	374486	1
780	374486	1
781	374486	1
782	374486	1
783	374486	1
784	374486	1
785	374486	1
786	374486	1
787	374486	1
788	374486	1
789	374486	1
790	374486	1
791	374486	1
792	374486	1
793	374486	1
794	374486	1
795	374486	1
796	374486	1
797	374486	1
798	374486	1
799	374486	1
800	376846	1
801	376846	1
802	376846	1
803	376846	1
804	376846	1
805	376846	1
806	376846	1
807	376846	1
808	376846	1
809	376846	1
810	376846	1
811	376846	1
812	376846	1
813	376846	1
814	376846	1
815	376846	1
816	376846	1
817	376846	1
818	376846	1
819	376846	1
820	376846	1
821	376846	1
822	376846	1
823	376846	1
824	376846	1
825	376846	1
826	376846	1
827	376846	1
828	376846	1
829	376846	1
830	376846	1
831	376846	1
832	376846	1
833	376846	1
834	376846	1
835	376846	1
836	376846	1
837	376846	1
838	376846	1
839	376846	1
840	376846	1
841	376846	1
842	376846	1
843	376846	1
844	376846	1
845	376846	1
846	376846	1
847	376846	1
848	376846	1
849	376846	1
850	376846	1
851	376846	1
852	376846	1
853	376846	1
854	376846	1
855	376846	1
856	376846	1
857	376846	1
858	376846	1
859	376846	1
860	376846	1
861	376846	1
862	376846	1
863	376846	1
864	376846	1
865	376846	1
866	376846	1
867	376846	1
868	376846	1
869	376846	1
870	376846	1
871	376846	1
872	376846	1
873	376846	1
874	376846	1
875	376846	1
876	376846	1
877	376846	1
878	376846	1
879	376846	1
880	376846	1
881	376846	1
882	376846	1
883	376846	1
884	376846	1
885	591190	1
886	591190	1
887	591190	1
888	591190	1
889	591190	1
890	591190	1
891	591190	1
892	591190	1
893	591190	1
894	591190	1
895	591190	1
896	591190	1
897	591190	1
898	591190	1
899	591190	1
900	591190	1
901	591190	1
902	591190	1
903	591190	1
904	591190	1
905	591190	1
906	591190	1
907	591190	1
908	591190	1
909	591190	1
910	591190	1
911	591190	1
912	591190	1
913	591190	1
914	591190	1
915	591190	1
916	591190	1
917	591190	1
918	591190	1
919	591190	1
920	591190	1
921	591190	1
922	591190	1
923	591190	1
924	591190	1
925	591190	1
926	591190	1
927	591190	1
928	591190	1
929	591190	1
930	591190	1
931	591190	1
932	591190	1
933	591190	1
934	591190	1
935	591190	1
936	591190	1
937	591190	1
938	591190	1
939	591190	1
940	591190	1
941	591190	1
942	591190	1
943	591190	1
944	591190	1
945	591190	1
946	591190	1
947	591190	1
948	591190	1
949	591190	1
950	591190	1
951	591190	1
952	591190	1
953	591190	1
954	591190	1
955	591190	1
956	591190	1
957	591190	1
958	591190	1
959	591190	1
960	591190	1
961	591190	1
962	591190	1
963	591190	1
964	591190	1
965	591190	1
966	591190	1
967	591190	1
968	591190	1
969	591190	1
970	591328	1
971	591328	1
972	591328	1
973	591328	1
974	591328	1
975	591328	1
976	591328	1
977	591328	1
978	591328	1
979	591328	1
980	591328	1
981	591328	1
982	591328	1
983	591328	1
984	591328	1
985	591328	1
986	591328	1
987	591328	1
988	591328	1
989	591328	1
990	591328	1
991	591328	1
992	591328	1
993	591328	1
994	591328	1
995	591328	1
996	591328	1
997	591328	1
998	591328	1
999	591328	1
1000	591328	1
1001	591328	1
1002	591328	1
1003	591328	1
1004	591328	1
1005	591328	1
1006	591328	1
1007	591328	1
1008	591328	1
1009	591328	1
1010	591328	1
1011	591328	1
1012	591328	1
1013	591328	1
1014	591328	1
1015	591328	1
1016	591328	1
1017	591328	1
1018	591328	1
1019	591328	1
1020	591328	1
1021	591328	1
1022	591328	1
1023	591328	1
1024	591328	1
1025	591328	1
1026	591328	1
1027	591328	1
1028	591328	1
1029	591328	1
1030	591328	1
1031	591328	1
1032	591328	1
1033	591328	1
1034	591328	1
1035	591328	1
1036	591328	1
1037	591328	1
1038	591328	1
1039	591328	1
1040	591328	1
1041	591328	1
1042	591328	1
1043	591328	1
1044	591328	1
1045	591328	1
1046	591328	1
1047	591328	1
1048	591328	1
1049	591328	1
1050	591328	1
1051	591328	1
1052	591328	1
1053	591328	1
1054	591328	1
1055	591412	1
1056	591412	1
1057	591412	1
1058	591412	1
1059	591412	1
1060	591412	1
1061	591412	1
1062	591412	1
1063	591412	1
1064	591412	1
1065	591412	1
1066	591412	1
1067	591412	1
1068	591412	1
1069	591412	1
1070	591412	1
1071	591412	1
1072	591412	1
1073	591412	1
1074	591412	1
1075	591412	1
1076	591412	1
1077	591412	1
1078	591412	1
1079	591412	1
1080	591412	1
1081	591412	1
1082	591412	1
1083	591412	1
1084	591412	1
1085	591412	1
1086	591412	1
1087	591412	1
1088	591412	1
1089	591412	1
1090	591412	1
1091	591412	1
1092	591412	1
1093	591412	1
1094	591412	1
1095	591412	1
1096	591412	1
1097	591412	1
1098	591412	1
1099	591412	1
1100	591412	1
1101	591412	1
1102	591412	1
1103	591412	1
1104	591412	1
1105	591412	1
1106	591412	1
1107	591412	1
1108	591412	1
1109	591412	1
1110	591412	1
1111	591412	1
1112	591412	1
1113	591412	1
1114	591412	1
1115	591412	1
1116	591412	1
1117	591412	1
1118	591412	1
1119	591412	1
1120	591412	1
1121	591412	1
1122	591412	1
1123	591412	1
1124	591412	1
1125	591412	1
1126	591412	1
1127	591412	1
1128	591412	1
1129	591412	1
1130	591412	1
1131	591412	1
1132	591412	1
1133	591412	1
1134	591412	1
1135	591412	1
1136	591412	1
1137	591412	1
1138	591412	1
1139	591412	1
1140	591433	1
1141	591433	1
1142	591433	1
1143	591433	1
1144	591433	1
1145	591433	1
1146	591433	1
1147	591433	1
1148	591433	1
1149	591433	1
1150	591433	1
1151	591433	1
1152	591433	1
1153	591433	1
1154	591433	1
1155	591433	1
1156	591433	1
1157	591433	1
1158	591433	1
1159	591433	1
1160	591433	1
1161	591433	1
1162	591433	1
1163	591433	1
1164	591433	1
1165	591433	1
1166	591433	1
1167	591433	1
1168	591433	1
1169	591433	1
1170	591433	1
1171	591433	1
1172	591433	1
1173	591433	1
1174	591433	1
1175	591433	1
1176	591433	1
1177	591433	1
1178	591433	1
1179	591433	1
1180	591433	1
1181	591433	1
1182	591433	1
1183	591433	1
1184	591433	1
1185	591433	1
1186	591433	1
1187	591433	1
1188	591433	1
1189	591433	1
1190	591433	1
1191	591433	1
1192	591433	1
1193	591433	1
1194	591433	1
1195	591433	1
1196	591433	1
1197	591433	1
1198	591433	1
1199	591433	1
1200	591433	1
1201	591433	1
1202	591433	1
1203	591433	1
1204	591433	1
1205	591433	1
1206	591433	1
1207	591433	1
1208	591433	1
1209	591433	1
1210	591433	1
1211	591433	1
1212	591433	1
1213	591433	1
1214	591433	1
1215	591433	1
1216	591433	1
1217	591433	1
1218	591433	1
1219	591433	1
1220	591433	1
1221	591433	1
1222	591433	1
1223	591433	1
1224	591433	1
1225	591614	1
1226	591614	1
1227	591614	1
1228	591614	1
1229	591614	1
1230	591614	1
1231	591614	1
1232	591614	1
1233	591614	1
1234	591614	1
1235	591614	1
1236	591614	1
1237	591614	1
1238	591614	1
1239	591614	1
1240	591614	1
1241	591614	1
1242	591614	1
1243	591614	1
1244	591614	1
1245	591614	1
1246	591614	1
1247	591614	1
1248	591614	1
1249	591614	1
1250	591614	1
1251	591614	1
1252	591614	1
1253	591614	1
1254	591614	1
1255	591614	1
1256	591614	1
1257	591614	1
1258	591614	1
1259	591614	1
1260	591614	1
1261	591614	1
1262	591614	1
1263	591614	1
1264	591614	1
1265	591614	1
1266	591614	1
1267	591614	1
1268	591614	1
1269	591614	1
1270	591614	1
1271	591614	1
1272	591614	1
1273	591614	1
1274	591614	1
1275	591614	1
1276	591614	1
1277	591614	1
1278	591614	1
1279	591614	1
1280	591614	1
1281	591614	1
1282	591614	1
1283	591614	1
1284	591614	1
1285	591614	1
1286	591614	1
1287	591614	1
1288	591614	1
1289	591614	1
1290	591614	1
1291	591614	1
1292	591614	1
1293	591614	1
1294	591614	1
1295	591614	1
1296	591614	1
1297	591614	1
1298	591614	1
1299	591614	1
1300	591614	1
1301	591614	1
1302	591614	1
1303	591614	1
1304	591614	1
1305	591614	1
1306	591614	1
1307	591614	1
1308	591614	1
1309	591614	1
1310	591625	1
1311	591625	1
1312	591625	1
1313	591625	1
1314	591625	1
1315	591625	1
1316	591625	1
1317	591625	1
1318	591625	1
1319	591625	1
1320	591625	1
1321	591625	1
1322	591625	1
1323	591625	1
1324	591625	1
1325	591625	1
1326	591625	1
1327	591625	1
1328	591625	1
1329	591625	1
1330	591625	1
1331	591625	1
1332	591625	1
1333	591625	1
1334	591625	1
1335	591625	1
1336	591625	1
1337	591625	1
1338	591625	1
1339	591625	1
1340	591625	1
1341	591625	1
1342	591625	1
1343	591625	1
1344	591625	1
1345	591625	1
1346	591625	1
1347	591625	1
1348	591625	1
1349	591625	1
1350	591625	1
1351	591625	1
1352	591625	1
1353	591625	1
1354	591625	1
1355	591625	1
1356	591625	1
1357	591625	1
1358	591625	1
1359	591625	1
1360	591625	1
1361	591625	1
1362	591625	1
1363	591625	1
1364	591625	1
1365	591625	1
1366	591625	1
1367	591625	1
1368	591625	1
1369	591625	1
1370	591625	1
1371	591625	1
1372	591625	1
1373	591625	1
1374	591625	1
1375	591625	1
1376	591625	1
1377	591625	1
1378	591625	1
1379	591625	1
1380	591625	1
1381	591625	1
1382	591625	1
1383	591625	1
1384	591625	1
1385	591625	1
1386	591625	1
1387	591625	1
1388	591625	1
1389	591625	1
1390	591625	1
1391	591625	1
1392	591625	1
1393	591625	1
1394	591625	1
1395	591725	1
1396	591725	1
1397	591725	1
1398	591725	1
1399	591725	1
1400	591725	1
1401	591725	1
1402	591725	1
1403	591725	1
1404	591725	1
1405	591725	1
1406	591725	1
1407	591725	1
1408	591725	1
1409	591725	1
1410	591725	1
1411	591725	1
1412	591725	1
1413	591725	1
1414	591725	1
1415	591725	1
1416	591725	1
1417	591725	1
1418	591725	1
1419	591725	1
1420	591725	1
1421	591725	1
1422	591725	1
1423	591725	1
1424	591725	1
1425	591725	1
1426	591725	1
1427	591725	1
1428	591725	1
1429	591725	1
1430	591725	1
1431	591725	1
1432	591725	1
1433	591725	1
1434	591725	1
1435	591725	1
1436	591725	1
1437	591725	1
1438	591725	1
1439	591725	1
1440	591725	1
1441	591725	1
1442	591725	1
1443	591725	1
1444	591725	1
1445	591725	1
1446	591725	1
1447	591725	1
1448	591725	1
1449	591725	1
1450	591725	1
1451	591725	1
1452	591725	1
1453	591725	1
1454	591725	1
1455	591725	1
1456	591725	1
1457	591725	1
1458	591725	1
1459	591725	1
1460	591725	1
1461	591725	1
1462	591725	1
1463	591725	1
1464	591725	1
1465	591725	1
1466	591725	1
1467	591725	1
1468	591725	1
1469	591725	1
1470	591725	1
1471	591725	1
1472	591725	1
1473	591725	1
1474	591725	1
1475	591725	1
1476	591725	1
1477	591725	1
1478	591725	1
1479	591725	1
1480	591788	1
1481	591788	1
1482	591788	1
1483	591788	1
1484	591788	1
1485	591788	1
1486	591788	1
1487	591788	1
1488	591788	1
1489	591788	1
1490	591788	1
1491	591788	1
1492	591788	1
1493	591788	1
1494	591788	1
1495	591788	1
1496	591788	1
1497	591788	1
1498	591788	1
1499	591788	1
1500	591788	1
1501	591788	1
1502	591788	1
1503	591788	1
1504	591788	1
1505	591788	1
1506	591788	1
1507	591788	1
1508	591788	1
1509	591788	1
1510	591788	1
1511	591788	1
1512	591788	1
1513	591788	1
1514	591788	1
1515	591788	1
1516	591788	1
1517	591788	1
1518	591788	1
1519	591788	1
1520	591788	1
1521	591788	1
1522	591788	1
1523	591788	1
1524	591788	1
1525	591788	1
1526	591788	1
1527	591788	1
1528	591788	1
1529	591788	1
1530	591788	1
1531	591788	1
1532	591788	1
1533	591788	1
1534	591788	1
1535	591788	1
1536	591788	1
1537	591788	1
1538	591788	1
1539	591788	1
1540	591788	1
1541	591788	1
1542	591788	1
1543	591788	1
1544	591788	1
1545	591788	1
1546	591788	1
1547	591788	1
1548	591788	1
1549	591788	1
1550	591788	1
1551	591788	1
1552	591788	1
1553	591788	1
1554	591788	1
1555	591788	1
1556	591788	1
1557	591788	1
1558	591788	1
1559	591788	1
1560	591788	1
1561	591788	1
1562	591788	1
1563	591788	1
1564	591788	1
1565	591815	1
1566	591815	1
1567	591815	1
1568	591815	1
1569	591815	1
1570	591815	1
1571	591815	1
1572	591815	1
1573	591815	1
1574	591815	1
1575	591815	1
1576	591815	1
1577	591815	1
1578	591815	1
1579	591815	1
1580	591815	1
1581	591815	1
1582	591815	1
1583	591815	1
1584	591815	1
1585	591815	1
1586	591815	1
1587	591815	1
1588	591815	1
1589	591815	1
1590	591815	1
1591	591815	1
1592	591815	1
1593	591815	1
1594	591815	1
1595	591815	1
1596	591815	1
1597	591815	1
1598	591815	1
1599	591815	1
1600	591815	1
1601	591815	1
1602	591815	1
1603	591815	1
1604	591815	1
1605	591815	1
1606	591815	1
1607	591815	1
1608	591815	1
1609	591815	1
1610	591815	1
1611	591815	1
1612	591815	1
1613	591815	1
1614	591815	1
1615	591815	1
1616	591815	1
1617	591815	1
1618	591815	1
1619	591815	1
1620	591815	1
1621	591815	1
1622	591815	1
1623	591815	1
1624	591815	1
1625	591815	1
1626	591815	1
1627	591815	1
1628	591815	1
1629	591815	1
1630	591815	1
1631	591815	1
1632	591815	1
1633	591815	1
1634	591815	1
1635	591815	1
1636	591815	1
1637	591815	1
1638	591815	1
1639	591815	1
1640	591815	1
1641	591815	1
1642	591815	1
1643	591815	1
1644	591815	1
1645	591815	1
1646	591815	1
1647	591815	1
1648	591815	1
1649	591815	1
1650	591901	1
1651	591901	1
1652	591901	1
1653	591901	1
1654	591901	1
1655	591901	1
1656	591901	1
1657	591901	1
1658	591901	1
1659	591901	1
1660	591901	1
1661	591901	1
1662	591901	1
1663	591901	1
1664	591901	1
1665	591901	1
1666	591901	1
1667	591901	1
1668	591901	1
1669	591901	1
1670	591901	1
1671	591901	1
1672	591901	1
1673	591901	1
1674	591901	1
1675	591901	1
1676	591901	1
1677	591901	1
1678	591901	1
1679	591901	1
1680	591901	1
1681	591901	1
1682	591901	1
1683	591901	1
1684	591901	1
1685	591901	1
1686	591901	1
1687	591901	1
1688	591901	1
1689	591901	1
1690	591901	1
1691	591901	1
1692	591901	1
1693	591901	1
1694	591901	1
1695	591901	1
1696	591901	1
1697	591901	1
1698	591901	1
1699	591901	1
1700	591901	1
1701	591901	1
1702	591901	1
1703	591901	1
1704	591901	1
1705	591901	1
1706	591901	1
1707	591901	1
1708	591901	1
1709	591901	1
1710	591901	1
1711	591901	1
1712	591901	1
1713	591901	1
1714	591901	1
1715	591901	1
1716	591901	1
1717	591901	1
1718	591901	1
1719	591901	1
1720	591901	1
1721	591901	1
1722	591901	1
1723	591901	1
1724	591901	1
1725	591901	1
1726	591901	1
1727	591901	1
1728	591901	1
1729	591901	1
1730	591901	1
1731	591901	1
1732	591901	1
1733	591901	1
1734	591901	1
1735	591903	1
1736	591903	1
1737	591903	1
1738	591903	1
1739	591903	1
1740	591903	1
1741	591903	1
1742	591903	1
1743	591903	1
1744	591903	1
1745	591903	1
1746	591903	1
1747	591903	1
1748	591903	1
1749	591903	1
1750	591903	1
1751	591903	1
1752	591903	1
1753	591903	1
1754	591903	1
1755	591903	1
1756	591903	1
1757	591903	1
1758	591903	1
1759	591903	1
1760	591903	1
1761	591903	1
1762	591903	1
1763	591903	1
1764	591903	1
1765	591903	1
1766	591903	1
1767	591903	1
1768	591903	1
1769	591903	1
1770	591903	1
1771	591903	1
1772	591903	1
1773	591903	1
1774	591903	1
1775	591903	1
1776	591903	1
1777	591903	1
1778	591903	1
1779	591903	1
1780	591903	1
1781	591903	1
1782	591903	1
1783	591903	1
1784	591903	1
1785	591903	1
1786	591903	1
1787	591903	1
1788	591903	1
1789	591903	1
1790	591903	1
1791	591903	1
1792	591903	1
1793	591903	1
1794	591903	1
1795	591903	1
1796	591903	1
1797	591903	1
1798	591903	1
1799	591903	1
1800	591903	1
1801	591903	1
1802	591903	1
1803	591903	1
1804	591903	1
1805	591903	1
1806	591903	1
1807	591903	1
1808	591903	1
1809	591903	1
1810	591903	1
1811	591903	1
1812	591903	1
1813	591903	1
1814	591903	1
1815	591903	1
1816	591903	1
1817	591903	1
1818	591903	1
1819	591903	1
1820	591912	1
1821	591912	1
1822	591912	1
1823	591912	1
1824	591912	1
1825	591912	1
1826	591912	1
1827	591912	1
1828	591912	1
1829	591912	1
1830	591912	1
1831	591912	1
1832	591912	1
1833	591912	1
1834	591912	1
1835	591912	1
1836	591912	1
1837	591912	1
1838	591912	1
1839	591912	1
1840	591912	1
1841	591912	1
1842	591912	1
1843	591912	1
1844	591912	1
1845	591912	1
1846	591912	1
1847	591912	1
1848	591912	1
1849	591912	1
1850	591912	1
1851	591912	1
1852	591912	1
1853	591912	1
1854	591912	1
1855	591912	1
1856	591912	1
1857	591912	1
1858	591912	1
1859	591912	1
1860	591912	1
1861	591912	1
1862	591912	1
1863	591912	1
1864	591912	1
1865	591912	1
1866	591912	1
1867	591912	1
1868	591912	1
1869	591912	1
1870	591912	1
1871	591912	1
1872	591912	1
