start	end	id_lc	length	id_protein
699	714	366	16	2401
773	788	367	16	2401
840	861	368	22	2401
1007	1032	369	26	2401
1074	1092	370	19	2401
1160	1171	371	12	2401
1187	1204	372	18	2401
1267	1278	373	12	2401
1282	1294	374	13	2401
1427	1445	375	19	2401
1522	1537	376	16	2401
1575	1588	377	14	2401
16	43	378	28	2741
178	188	379	11	2741
202	216	380	15	2741
229	240	381	12	2741
267	276	382	10	2741
297	309	383	13	2741
209	221	384	13	1879
876	888	385	13	1879
1253	1265	386	13	1879
1711	1723	387	13	1879
2047	2059	388	13	1879
2093	2110	389	18	1879
2242	2254	390	13	1879
2509	2521	391	13	1879
2556	2572	392	17	1879
2765	2774	393	10	1879
2893	2905	394	13	1879
3149	3158	395	10	1879
3636	3646	396	11	1879
3931	3940	397	10	1879
4170	4179	398	10	1879
4549	4561	399	13	1879
4627	4643	400	17	1879
4971	4988	401	18	1879
5015	5027	402	13	1879
5333	5347	403	15	1879
5473	5490	404	18	1879
5748	5763	405	16	1879
5810	5834	406	25	1879
5854	5870	407	17	1879
133	142	411	10	1935
148	161	412	14	1935
22	37	413	16	2214
44	59	414	16	2214
112	135	415	24	2214
179	195	416	17	2214
236	251	417	16	2214
326	346	418	21	2214
358	378	419	21	2214
417	429	420	13	2214
440	464	421	25	2214
222	239	434	18	845
167	176	435	10	3988
300	316	436	17	3988
343	364	437	22	3988
806	816	438	11	3988
943	958	439	16	3988
1169	1185	440	17	3988
1646	1663	441	18	3988
1755	1772	442	18	3988
1787	1801	443	15	3988
15	53	445	39	1798
139	154	446	16	1798
171	190	447	20	1798
202	217	448	16	1798
263	287	449	25	1798
409	421	450	13	1798
423	438	451	16	1798
524	540	452	17	1798
564	575	453	12	1798
640	652	454	13	1798
662	672	455	11	1798
686	698	456	13	1798
770	781	457	12	1798
893	903	458	11	1798
920	956	459	37	1798
986	1001	460	16	1798
1069	1089	461	21	1798
1333	1344	462	12	1798
149	164	463	16	4114
213	227	464	15	4114
266	290	465	25	4114
604	614	466	11	4114
719	746	467	28	4114
106	118	468	13	277
184	198	469	15	277
231	247	470	17	277
280	298	471	19	277
357	387	472	31	277
663	681	473	19	277
26	46	474	21	3337
157	184	475	28	3337
207	246	476	40	3337
273	304	477	32	3337
321	379	478	59	3337
423	443	479	21	3337
495	523	480	29	3337
530	564	481	35	3337
568	588	482	21	3337
600	647	483	48	3337
714	790	484	77	3337
819	849	485	31	3337
861	881	486	21	3337
945	993	487	49	3337
1092	1112	488	21	3337
1333	1371	489	39	3337
1430	1443	490	14	3337
1584	1604	491	21	3337
1609	1636	492	28	3337
1648	1663	493	16	3337
1680	1699	494	20	3337
1886	1911	495	26	3337
1931	1986	496	56	3337
2016	2036	497	21	3337
2041	2068	498	28	3337
2084	2095	499	12	3337
2132	2159	500	28	3337
2191	2264	501	74	3337
2287	2314	502	28	3337
2317	2337	503	21	3337
2342	2369	504	28	3337
2633	2664	505	32	3337
2691	2753	506	63	3337
2925	2934	507	10	3337
3133	3153	508	21	3337
3233	3246	509	14	3337
3251	3276	510	26	3337
3344	3365	511	22	3337
3398	3432	512	35	3337
3441	3458	513	18	3337
3599	3619	514	21	3337
3722	3728	515	7	3337
37	62	519	26	4028
73	90	520	18	4028
233	255	521	23	4028
295	323	522	29	4028
329	350	523	22	4028
369	382	524	14	4028
554	623	525	70	4028
632	644	526	13	4028
174	184	527	11	1893
331	339	528	9	1893
556	578	529	23	1893
1085	1094	530	10	1893
1467	1480	531	14	1893
1640	1654	532	15	1893
1757	1787	533	31	1893
1895	1906	534	12	1893
2373	2380	535	8	1893
2480	2490	536	11	1893
2570	2644	537	75	1893
2651	2679	538	29	1893
2697	2716	539	20	1893
2760	2771	540	12	1893
2778	2790	541	13	1893
95	115	542	21	4100
72	86	545	15	1115
387	397	546	11	1115
138	148	547	11	428
309	327	548	19	428
460	471	549	12	428
722	732	550	11	428
123	134	551	12	1420
464	473	552	10	1420
2	16	553	15	1096
72	86	554	15	635
97	114	555	18	612
308	319	556	12	631
693	707	559	15	3668
917	947	560	31	3668
957	965	561	9	3668
10	50	563	41	2876
854	862	564	9	2876
931	942	565	12	2876
951	962	566	12	2876
1370	1382	567	13	2876
1796	1807	568	12	2876
2207	2225	569	19	2876
2413	2427	570	15	2876
2461	2478	571	18	2876
3404	3416	572	13	2876
3606	3614	573	9	2876
3666	3678	574	13	2876
3740	3760	575	21	2876
3856	3872	576	17	2876
4131	4146	577	16	2876
84	102	578	19	3232
105	109	579	5	3232
278	290	580	13	3232
639	651	581	13	3232
713	728	582	16	3232
924	928	583	5	3232
934	949	584	16	3232
477	489	585	13	3223
1476	1489	586	14	3223
505	517	595	13	3566
45	60	596	16	1768
153	173	597	21	1768
152	172	598	21	1346
260	277	599	18	1346
282	295	600	14	1346
301	315	601	15	1346
483	495	602	13	1346
984	1008	604	25	3435
1275	1309	605	35	3435
58	74	606	17	2994
161	238	607	78	2994
1	24	617	24	609
459	468	618	10	876
488	502	619	15	876
1038	1047	620	10	876
1772	1789	621	18	876
785	801	622	17	1770
809	829	623	21	1770
847	860	624	14	1770
895	907	625	13	1770
1458	1468	626	11	1770
1533	1553	627	21	1770
1707	1720	628	14	1770
2023	2034	629	12	1770
2093	2104	630	12	1770
2252	2278	631	27	1770
2297	2306	632	10	1770
2620	2635	633	16	1770
2655	2669	634	15	1770
2691	2705	635	15	1770
2781	2791	636	11	1770
2841	2849	637	9	1770
3078	3089	638	12	1770
3157	3174	639	18	1770
3267	3278	640	12	1770
3310	3319	641	10	1770
3343	3354	642	12	1770
3388	3400	643	13	1770
3411	3433	644	23	1770
3446	3460	645	15	1770
3823	3842	646	20	1770
3875	3886	647	12	1770
20	38	648	19	2690
48	74	649	27	2690
87	105	650	19	2690
499	512	651	14	2690
702	719	652	18	2690
817	851	653	35	2690
1445	1476	654	32	2690
1481	1501	655	21	2690
1503	1525	656	23	2690
1537	1556	657	20	2690
1584	1603	658	20	2690
1973	1996	659	24	2690
2042	2059	660	18	2690
2062	2077	661	16	2690
2285	2308	662	24	2690
2337	2349	663	13	2690
24	40	664	17	1912
217	229	665	13	1912
818	830	666	13	1912
905	922	667	18	1912
993	1006	668	14	1912
1517	1539	669	23	1912
1670	1689	670	20	1912
1746	1763	671	18	1912
1802	1828	672	27	1912
1882	1898	673	17	1912
1971	1985	674	15	1912
1994	2009	675	16	1912
2387	2401	676	15	1912
2622	2631	677	10	1912
2989	3002	678	14	1912
3137	3148	679	12	1912
3197	3211	680	15	1912
3344	3355	681	12	1912
3475	3495	682	21	1912
3576	3600	683	25	1912
3785	3791	684	7	1912
3956	3982	685	27	1912
4011	4031	686	21	1912
4345	4359	687	15	1912
97	108	688	12	3700
266	286	689	21	3700
573	600	690	28	3700
754	764	691	11	3700
887	903	692	17	3700
4	53	716	50	359
60	73	717	14	359
84	134	718	51	359
528	541	719	14	359
808	835	720	28	359
848	887	721	40	359
894	912	722	19	359
951	975	723	25	359
990	1001	724	12	359
1048	1064	725	17	359
1459	1505	726	47	359
1531	1550	727	20	359
1601	1615	728	15	359
1620	1639	729	20	359
1723	1732	730	10	359
1810	1831	731	22	359
1838	1854	732	17	359
1950	1994	733	45	359
2000	2028	734	29	359
2039	2056	735	18	359
2095	2106	736	12	359
2191	2206	737	16	359
2353	2365	738	13	359
2382	2411	739	30	359
14	33	740	20	4070
230	249	741	20	4070
527	540	742	14	4070
566	580	743	15	4070
613	629	744	17	4070
648	660	745	13	4070
746	787	746	42	4070
795	871	747	77	4070
897	907	748	11	4070
914	941	749	28	4070
946	966	750	21	4070
985	1012	751	28	4070
1027	1047	752	21	4070
1094	1121	753	28	4070
1129	1156	754	28	4070
1256	1276	755	21	4070
1284	1318	756	35	4070
1325	1359	757	35	4070
1399	1419	758	21	4070
1437	1464	759	28	4070
1479	1493	760	15	4070
1549	1564	761	16	4070
21	46	764	26	2598
498	513	765	16	2598
557	575	766	19	2598
731	742	767	12	2598
969	984	768	16	2598
3	36	769	34	1404
75	94	770	20	1404
99	177	771	79	1404
381	391	772	11	689
3	21	773	19	939
50	117	774	68	939
150	161	775	12	939
16	23	776	8	963
60	71	777	12	963
446	459	778	14	963
437	449	779	13	1048
38	53	780	16	1837
332	347	781	16	315
359	376	782	18	315
405	437	783	33	315
443	470	784	28	315
481	492	785	12	315
503	560	786	58	315
620	631	787	12	315
648	667	788	20	315
704	719	789	16	315
735	764	790	30	315
816	864	791	49	315
879	901	792	23	315
26	37	793	12	1882
594	611	794	18	1882
626	638	795	13	1882
657	669	796	13	1882
17	37	803	21	1662
625	643	804	19	1662
653	665	805	13	1662
277	296	806	20	50
677	733	807	57	50
756	806	808	51	50
852	862	809	11	50
89	98	810	10	1959
277	295	811	19	1959
689	728	812	40	1959
742	782	813	41	1959
839	858	814	20	1959
1036	1049	815	14	1959
460	472	816	13	112
535	548	817	14	112
659	677	818	19	112
727	756	819	30	112
838	893	820	56	112
323	345	822	23	3534
382	394	823	13	3534
1404	1415	824	12	3534
1516	1528	825	13	3534
1926	1936	826	11	3534
6	54	827	49	1020
94	111	828	18	1020
134	156	829	23	1020
213	224	830	12	1020
290	299	831	10	1020
833	846	832	14	1020
959	971	833	13	1020
1143	1158	834	16	1020
1189	1224	835	36	1020
1275	1282	836	8	1020
1334	1346	837	13	1020
1355	1366	838	12	1020
1432	1450	839	19	1020
1469	1481	840	13	1020
1501	1511	841	11	1020
1557	1581	842	25	1020
1753	1759	843	7	1020
1860	1875	844	16	1020
1967	1973	845	7	1020
1978	1993	846	16	1020
2025	2039	847	15	1020
2113	2146	848	34	1020
2179	2193	849	15	1020
2239	2247	850	9	1020
2348	2369	851	22	1020
2456	2477	852	22	1020
2569	2590	853	22	1020
2763	2774	854	12	1020
23	35	855	13	1054
3	14	859	12	597
193	207	860	15	597
4	22	861	19	634
154	178	862	25	598
247	278	863	32	598
177	191	864	15	3338
299	315	865	17	3338
726	758	870	33	649
182	192	871	11	2198
294	325	872	32	2198
369	462	873	94	2198
475	502	874	28	2198
527	538	875	12	2198
572	592	876	21	2198
616	659	877	44	2198
678	700	878	23	2198
84	95	879	12	3846
149	168	880	20	3846
214	230	881	17	3846
317	329	882	13	3846
368	494	883	127	3846
530	550	884	21	3846
579	612	885	34	3846
630	647	886	18	3846
700	744	887	45	3846
831	850	888	20	3846
1041	1054	889	14	3846
1471	1482	890	12	3846
334	358	891	25	997
970	982	892	13	997
86	99	893	14	3012
181	195	894	15	3012
423	438	895	16	3012
456	476	896	21	3012
540	553	897	14	3012
793	802	898	10	3012
1234	1245	899	12	3012
24	38	900	15	2187
167	180	901	14	2187
324	331	902	8	2187
373	385	903	13	2187
785	806	904	22	2187
817	845	905	29	2187
1050	1061	906	12	2187
1125	1131	907	7	2187
1225	1234	908	10	2187
1427	1439	909	13	2187
1481	1492	910	12	2187
1598	1613	911	16	2187
1623	1639	912	17	2187
2013	2040	913	28	2187
2368	2382	914	15	2187
2520	2539	915	20	2187
66	167	916	102	4072
235	248	917	14	4072
260	269	918	10	4072
455	496	919	42	4072
528	548	920	21	4072
581	595	921	15	4072
892	900	922	9	4072
1260	1273	923	14	4072
1297	1310	924	14	4072
139	162	926	24	646
178	196	927	19	646
198	220	928	23	646
270	311	929	42	646
13	29	930	17	2989
62	74	931	13	2989
87	99	932	13	2989
153	167	933	15	2989
202	222	934	21	2989
245	261	935	17	2989
287	301	936	15	2989
349	358	937	10	2989
1112	1132	938	21	2989
1364	1388	939	25	2989
150	157	954	8	4064
353	366	955	14	4064
582	593	956	12	4064
703	717	957	15	4064
737	748	958	12	4064
949	960	959	12	4064
1250	1261	960	12	4064
22	41	961	20	2470
135	144	962	10	2470
181	195	963	15	2470
259	271	964	13	2470
286	311	965	26	2470
354	369	966	16	2470
375	384	967	10	2470
407	425	968	19	2470
449	478	969	30	2470
483	496	970	14	2470
502	525	971	24	2470
532	567	972	36	2470
751	768	973	18	2470
3	12	985	10	3659
27	59	986	33	3659
630	653	987	24	3659
670	689	988	20	3659
879	894	989	16	3659
904	920	990	17	3659
1296	1324	991	29	3659
1589	1604	992	16	3659
1709	1719	993	11	3659
1758	1773	994	16	3659
54	71	995	18	2542
322	335	996	14	2542
650	659	997	10	2542
1017	1028	998	12	2542
1177	1206	999	30	2542
1631	1652	1000	22	2542
1766	1786	1001	21	2542
1795	1809	1002	15	2542
2	144	1003	143	828
150	170	1004	21	828
259	286	1005	28	828
358	385	1006	28	828
404	431	1007	28	828
455	581	1008	127	828
10	36	1009	27	1809
42	75	1010	34	1809
88	115	1011	28	1809
194	228	1012	35	1809
346	380	1013	35	1809
29	118	1014	90	651
189	216	1015	28	651
296	330	1016	35	651
2	23	1017	22	617
29	66	1018	38	617
83	144	1019	62	617
235	283	1020	49	617
298	318	1021	21	617
391	471	1022	81	617
501	511	1023	11	617
513	631	1024	119	617
6	30	1025	25	803
35	56	1026	22	803
65	169	1027	105	803
276	303	1028	28	803
411	452	1029	42	803
457	491	1030	35	803
519	595	1031	77	803
617	624	1032	8	803
3	16	1033	14	595
27	60	1034	34	595
63	128	1035	66	595
246	266	1036	21	595
374	415	1037	42	595
420	454	1038	35	595
493	563	1039	71	595
564	563	1040	0	595
32	43	1041	12	705
208	236	1042	29	705
301	367	1043	67	705
418	438	1044	21	705
454	468	1045	15	705
469	468	1046	0	705
24	62	1047	39	652
144	164	1048	21	652
172	192	1049	21	652
207	234	1050	28	652
300	341	1051	42	652
346	380	1052	35	652
394	405	1053	12	652
416	460	1054	45	652
409	422	1055	14	4249
2	12	1056	11	3189
47	58	1057	12	3189
416	447	1058	32	3189
497	504	1059	8	3189
616	647	1060	32	3189
660	674	1061	15	3189
3	22	1062	20	1089
372	390	1063	19	1089
9	20	1064	12	285
682	687	1065	6	285
740	760	1066	21	285
911	927	1067	17	285
1156	1169	1068	14	285
1423	1444	1069	22	285
2710	2737	1070	28	285
8	31	1071	24	2425
66	79	1072	14	2425
185	205	1073	21	2425
247	263	1074	17	2425
282	321	1075	40	2425
330	342	1076	13	2425
419	436	1077	18	2425
467	478	1078	12	2425
439	452	1081	14	3033
181	195	1082	15	3005
371	379	1083	9	3005
788	810	1084	23	3005
985	1003	1085	19	3005
1011	1029	1086	19	3005
1031	1044	1087	14	3005
1061	1083	1088	23	3005
1098	1118	1089	21	3005
1147	1160	1090	14	3005
1221	1310	1091	90	3005
1312	1321	1092	10	3005
1367	1376	1093	10	3005
1403	1415	1094	13	3005
1481	1503	1095	23	3005
1534	1548	1096	15	3005
1574	1602	1097	29	3005
1607	1623	1098	17	3005
1646	1702	1099	57	3005
1803	1814	1100	12	3005
1951	1959	1101	9	3005
299	314	1118	16	1335
306	316	1119	11	1357
329	338	1120	10	1357
314	326	1124	13	4092
320	336	1125	17	1992
431	448	1126	18	1992
468	491	1127	24	1992
511	533	1128	23	1992
323	338	1129	16	1993
5	23	1130	19	2223
322	352	1131	31	2223
430	442	1132	13	2223
56	70	1138	15	249
99	113	1139	15	249
149	160	1140	12	249
232	253	1141	22	249
292	312	1142	21	249
409	434	1143	26	249
703	714	1144	12	249
321	336	1145	16	810
6	33	1146	28	811
183	192	1147	10	811
354	366	1148	13	811
4	30	1153	27	304
138	171	1154	34	304
275	290	1155	16	304
434	468	1156	35	304
494	514	1157	21	304
759	770	1158	12	304
421	434	1165	14	2840
438	451	1166	14	2840
598	619	1167	22	2840
819	850	1168	32	2840
930	940	1169	11	2840
951	989	1170	39	2840
1014	1033	1171	20	2840
1045	1059	1172	15	2840
18	29	1173	12	4182
853	859	1174	7	4182
18	41	1175	24	2576
268	282	1176	15	2576
418	430	1177	13	2576
647	691	1178	45	2576
809	824	1179	16	2576
879	894	1180	16	2576
12	24	1181	13	1083
638	651	1182	14	1083
938	958	1183	21	1083
1091	1119	1184	29	1083
1193	1202	1185	10	1083
1269	1280	1186	12	1083
1324	1331	1187	8	1083
1337	1351	1188	15	1083
1403	1414	1189	12	1083
1494	1513	1190	20	1083
1525	1578	1191	54	1083
1663	1674	1192	12	1083
9	17	1193	9	213
26	40	1194	15	213
814	833	1195	20	213
919	932	1196	14	213
972	983	1197	12	213
1055	1071	1198	17	213
96	105	1215	10	1384
356	368	1216	13	2849
377	399	1217	23	2849
441	453	1218	13	2849
530	543	1219	14	2849
828	843	1220	16	2849
368	388	1221	21	3699
546	550	1222	5	3699
577	585	1223	9	3699
623	643	1224	21	3699
1130	1141	1225	12	3699
1203	1210	1226	8	3699
1535	1553	1227	19	3699
1578	1594	1228	17	3699
1596	1624	1229	29	3699
1671	1688	1230	18	3699
1765	1779	1231	15	3699
1791	1811	1232	21	3699
523	563	1233	41	3225
571	598	1234	28	3225
891	918	1235	28	3225
947	974	1236	28	3225
1071	1105	1237	35	3225
1107	1134	1238	28	3225
1229	1260	1239	32	3225
1271	1312	1240	42	3225
1320	1370	1241	51	3225
1380	1422	1242	43	3225
1441	1461	1243	21	3225
379	399	1244	21	2594
432	452	1245	21	2594
486	506	1246	21	2594
538	565	1247	28	2594
591	639	1248	49	2594
657	695	1249	39	2594
711	776	1250	66	2594
940	974	1251	35	2594
1245	1259	1252	15	2594
1269	1281	1253	13	2594
1298	1314	1254	17	2594
289	300	1257	12	1293
1653	1668	1258	16	1293
2089	2100	1259	12	1293
2113	2124	1260	12	1293
2325	2339	1261	15	1293
2656	2671	1262	16	1293
2783	2794	1263	12	1293
340	351	1264	12	1445
375	395	1265	21	1445
712	732	1266	21	2132
929	956	1267	28	2132
966	1021	1268	56	2132
1051	1071	1269	21	2132
1114	1125	1270	12	2132
1183	1193	1271	11	2132
195	205	1272	11	3746
370	397	1273	28	3746
425	445	1274	21	3746
520	531	1275	12	3746
581	608	1276	28	3746
613	635	1277	23	3746
712	739	1278	28	3746
772	799	1279	28	3746
878	919	1280	42	3746
1086	1127	1281	42	3746
1194	1214	1282	21	3746
1305	1339	1283	35	3746
1356	1376	1284	21	3746
293	300	1285	8	1885
402	420	1286	19	1885
430	450	1287	21	1885
635	662	1288	28	1885
684	697	1289	14	1885
753	769	1290	17	1885
981	994	1291	14	1885
1415	1435	1292	21	1885
1533	1540	1293	8	1885
293	300	1294	8	303
390	400	1295	11	303
432	456	1296	25	303
675	702	1297	28	303
724	737	1298	14	303
798	808	1299	11	303
924	943	1300	20	303
1212	1225	1301	14	303
1490	1507	1302	18	303
1521	1553	1303	33	303
1620	1634	1304	15	303
544	603	1305	60	1784
682	692	1306	11	1784
714	727	1307	14	1784
68	82	1308	15	41
160	186	1309	27	41
614	626	1310	13	41
674	694	1311	21	41
6	21	1312	16	2764
91	105	1313	15	2764
152	176	1314	25	2764
393	405	1315	13	2764
590	599	1316	10	2764
6	17	1323	12	160
370	409	1324	40	160
436	463	1325	28	160
492	514	1326	23	160
537	579	1327	43	160
685	697	1328	13	160
711	735	1329	25	160
340	366	1330	27	1897
378	397	1331	20	1897
414	455	1332	42	1897
463	513	1333	51	1897
527	538	1334	12	1897
591	603	1335	13	1897
647	674	1336	28	1897
707	755	1337	49	1897
823	850	1338	28	1897
972	989	1339	18	1897
339	366	1340	28	293
428	448	1341	21	293
456	539	1342	84	293
633	674	1343	42	293
686	759	1344	74	293
764	790	1345	27	293
834	854	1346	21	293
869	907	1347	39	293
337	364	1355	28	1147
418	452	1356	35	1147
460	515	1357	56	1147
617	677	1358	61	1147
768	795	1359	28	1147
832	852	1360	21	1147
867	905	1361	39	1147
18	33	1362	16	42
14	18	1363	5	770
24	38	1364	15	770
206	220	1365	15	770
520	545	1366	26	770
758	770	1367	13	770
52	64	1368	13	2277
366	376	1369	11	2277
503	512	1370	10	2277
612	626	1371	15	2277
21	30	1372	10	3242
124	144	1373	21	3242
206	222	1374	17	3242
464	472	1375	9	3242
534	552	1376	19	3242
85	133	1383	49	3514
280	291	1384	12	3514
416	428	1385	13	3514
497	510	1386	14	3514
536	550	1387	15	3514
597	620	1388	24	3514
77	85	1389	9	242
116	149	1390	34	242
157	174	1391	18	242
214	224	1392	11	242
331	346	1393	16	242
14	29	1396	16	1801
41	104	1397	64	1801
134	144	1398	11	1801
171	185	1399	15	1801
201	221	1400	21	1801
452	491	1401	40	1801
526	537	1402	12	1801
546	577	1403	32	1801
662	676	1404	15	1801
762	790	1405	29	1801
820	841	1406	22	1801
869	895	1407	27	1801
992	1008	1408	17	1801
1207	1243	1409	37	1801
1250	1273	1410	24	1801
1306	1315	1411	10	1801
1320	1344	1412	25	1801
1354	1373	1413	20	1801
1515	1523	1414	9	1801
1817	1851	1415	35	1801
1991	2002	1416	12	1801
2182	2196	1417	15	1801
2283	2302	1418	20	1801
2350	2364	1419	15	1801
2614	2625	1420	12	1801
2649	2660	1421	12	1801
2796	2807	1422	12	1801
2831	2840	1423	10	1801
2863	2885	1424	23	1801
2909	2916	1425	8	1801
3122	3141	1426	20	1801
3171	3182	1427	12	1801
3307	3316	1428	10	1801
3328	3345	1429	18	1801
3348	3357	1430	10	1801
3411	3425	1431	15	1801
3508	3541	1432	34	1801
3574	3583	1433	10	1801
3796	3800	1434	5	1801
23	38	1435	16	2718
48	55	1436	8	2718
70	81	1437	12	2718
100	109	1438	10	2718
490	503	1439	14	2718
569	582	1440	14	2718
698	716	1441	19	2718
882	901	1442	20	2718
933	945	1443	13	2718
951	960	1444	10	2718
1285	1303	1445	19	2718
1323	1337	1446	15	2718
1349	1362	1447	14	2718
1543	1557	1448	15	2718
1622	1638	1449	17	2718
1675	1696	1450	22	2718
1713	1726	1451	14	2718
205	217	1458	13	1294
1023	1039	1459	17	1294
91	100	1460	10	3042
403	413	1461	11	3042
4	16	1462	13	650
2	48	1463	47	2141
498	519	1464	22	2141
5	43	1465	39	3469
231	245	1466	15	3469
363	370	1467	8	3469
479	493	1468	15	3469
297	307	1470	11	1829
380	391	1471	12	1829
679	693	1472	15	1782
319	331	1473	13	638
379	394	1474	16	638
406	414	1475	9	638
411	422	1477	12	1811
504	515	1478	12	1811
459	473	1483	15	1113
46	58	1495	13	82
301	313	1496	13	82
174	187	1503	14	1427
480	492	1504	13	1427
160	175	1510	16	3250
240	262	1511	23	3250
448	458	1512	11	3250
492	507	1513	16	3250
582	593	1514	12	3250
784	797	1515	14	3250
6	30	1522	25	2629
51	65	1523	15	2629
112	122	1524	11	2629
158	174	1525	17	2629
201	217	1526	17	2629
341	361	1527	21	2629
399	432	1528	34	2629
469	496	1529	28	2629
544	558	1530	15	2629
564	584	1531	21	2629
616	643	1532	28	2629
652	669	1533	18	2629
739	752	1534	14	2629
765	785	1535	21	2629
811	851	1536	41	2629
862	889	1537	28	2629
