id_mutation	id_protein	id_pfam	start	end
108080	42	PF01712	53	265
166587	42	PF01712	53	265
1649	42	PF01712	53	265
108101	42	PF01712	53	265
108064	42	PF01712	53	265
108081	42	PF01712	53	265
108094	42	PF01712	53	265
108103	42	PF01712	53	265
108083	42	PF01712	53	265
108082	42	PF01712	53	265
166584	42	PF01712	53	265
108100	42	PF01712	53	265
149664	43	PF00270	68	237
151007	45	PF00063	48	718
151001	45	PF00063	48	718
151010	45	PF00063	48	718
151004	45	PF00063	48	718
151009	45	PF00063	48	718
151002	45	PF06017	874	1055
153478	46	PF00018	1047	1092
153483	46	PF00063	19	677
169506	46	PF00063	19	677
153474	46	PF00063	19	677
153476	46	PF00063	19	677
153482	46	PF00063	19	677
153481	46	PF00063	19	677
153473	46	PF00063	19	677
153486	46	PF06017	717	915
153480	46	PF06017	717	915
153484	46	PF06017	717	915
153485	46	PF06017	717	915
153475	46	PF06017	717	915
161358	48	PF00254	26	95
52682	48	PF00254	26	95
52656	48	PF00254	26	95
52604	48	PF00254	26	95
52605	48	PF00254	26	95
52596	48	PF00254	26	95
52606	48	PF00254	26	95
52657	48	PF00254	26	95
52607	48	PF00254	26	95
52608	48	PF00254	26	95
523	48	PF00254	26	95
52609	48	PF00254	26	95
52560	48	PF00254	26	95
52610	48	PF00254	26	95
52612	48	PF00254	26	95
52611	48	PF00254	26	95
52561	48	PF00254	26	95
52674	48	PF00254	26	95
52683	48	PF00254	26	95
52562	48	PF00254	26	95
52658	48	PF00254	26	95
52613	48	PF00254	26	95
161355	48	PF00254	26	95
52584	48	PF00254	26	95
52615	48	PF00254	26	95
52614	48	PF00254	26	95
161345	48	PF00254	26	95
52616	48	PF00254	26	95
8216	48	PF00254	26	95
52563	48	PF00254	26	95
52617	48	PF00254	26	95
52618	48	PF00254	26	95
52659	48	PF00254	26	95
52660	48	PF00254	26	95
63409	50	PF01602	39	584
9742	50	PF01602	39	584
63391	50	PF01602	39	584
63431	50	PF01602	39	584
63351	50	PF01602	39	584
63448	50	PF01602	39	584
63419	50	PF01602	39	584
63350	50	PF01602	39	584
63439	50	PF01602	39	584
63408	50	PF01602	39	584
162307	50	PF01602	39	584
63407	50	PF01602	39	584
162308	50	PF01602	39	584
63406	50	PF01602	39	584
63438	50	PF01602	39	584
63390	50	PF01602	39	584
63405	50	PF01602	39	584
63363	50	PF01602	39	584
63404	50	PF01602	39	584
162304	50	PF01602	39	584
63418	50	PF01602	39	584
63447	50	PF01602	39	584
63389	50	PF01602	39	584
63430	50	PF01602	39	584
63344	50	PF01602	39	584
63365	50	PF01602	39	584
63429	50	PF01602	39	584
63355	50	PF01602	39	584
63417	50	PF01602	39	584
63416	50	PF01602	39	584
63371	50	PF01602	39	584
63449	50	PF01602	39	584
63349	50	PF01602	39	584
63415	50	PF01602	39	584
63388	50	PF01602	39	584
63359	50	PF01602	39	584
63446	50	PF01602	39	584
63428	50	PF01602	39	584
63437	50	PF01602	39	584
63368	50	PF01602	39	584
63403	50	PF01602	39	584
63427	50	PF01602	39	584
63445	50	PF01602	39	584
63387	50	PF01602	39	584
63375	50	PF01602	39	584
63386	50	PF01602	39	584
63348	50	PF01602	39	584
63361	50	PF01602	39	584
63395	50	PF01602	39	584
63376	50	PF01602	39	584
63385	50	PF01602	39	584
63402	50	PF01602	39	584
63436	50	PF01602	39	584
63331	50	PF01602	39	584
162305	50	PF01602	39	584
63444	50	PF01602	39	584
63362	50	PF01602	39	584
63384	50	PF01602	39	584
63367	50	PF01602	39	584
63373	50	PF01602	39	584
63347	50	PF01602	39	584
63330	50	PF01602	39	584
63372	50	PF01602	39	584
63383	50	PF01602	39	584
63441	50	PF14796	812	958
63435	50	PF14796	812	958
63380	50	PF14796	812	958
63379	50	PF14796	812	958
63338	50	PF14796	812	958
63358	50	PF14796	812	958
63434	50	PF14796	812	958
63433	50	PF14796	812	958
63335	50	PF14796	812	958
63334	50	PF14796	812	958
63370	50	PF14796	812	958
63440	50	PF14796	812	958
63337	50	PF14796	812	958
63432	50	PF14796	812	958
63341	50	PF14796	812	958
63364	50	PF14796	812	958
63353	50	PF14796	812	958
63397	50	PF14796	812	958
63366	50	PF14796	812	958
63369	50	PF14796	812	958
63354	50	PF14797	671	786
63374	50	PF14797	671	786
63394	50	PF14797	671	786
63340	50	PF14797	671	786
63424	50	PF14797	671	786
63346	50	PF14797	671	786
63399	50	PF14797	671	786
63357	50	PF14797	671	786
63381	50	PF14797	671	786
63342	50	PF14797	671	786
63398	50	PF14797	671	786
63412	50	PF14797	671	786
63345	50	PF14797	671	786
156825	51	PF00337	186	316
71705	52	PF12838	110	164
71719	52	PF12838	110	164
71696	52	PF12838	110	164
71703	52	PF12838	110	164
71711	52	PF12838	110	164
71713	52	PF12838	110	164
71712	52	PF12838	110	164
71698	52	PF12838	110	164
71714	52	PF12838	110	164
66127	54	PF01064	30	106
66131	54	PF01064	30	106
66126	54	PF01064	30	106
66145	54	PF01064	30	106
66156	54	PF01064	30	106
66149	54	PF01064	30	106
66130	54	PF01064	30	106
66147	54	PF08515	175	202
66160	54	PF08515	175	202
66123	54	PF08515	175	202
66148	54	PF08515	175	202
66151	54	PF07714	204	491
66144	54	PF07714	204	491
162432	54	PF07714	204	491
66137	54	PF07714	204	491
66152	54	PF07714	204	491
66154	54	PF07714	204	491
66134	54	PF07714	204	491
66132	54	PF07714	204	491
66142	54	PF07714	204	491
66161	54	PF07714	204	491
66129	54	PF07714	204	491
66153	54	PF07714	204	491
66133	54	PF07714	204	491
66135	54	PF07714	204	491
66143	54	PF07714	204	491
66138	54	PF07714	204	491
66162	54	PF07714	204	491
66140	54	PF07714	204	491
66124	54	PF07714	204	491
66125	54	PF07714	204	491
150968	57	PF07651	39	308
150967	57	PF07651	39	308
150964	57	PF01608	862	1010
150966	57	PF01608	862	1010
150971	57	PF16515	482	580
150970	57	PF16515	482	580
156329	59	PF01398	87	196
72027	60	PF00625	218	398
72018	60	PF00625	218	398
72047	60	PF00625	218	398
72060	60	PF00625	218	398
72066	60	PF00625	218	398
72026	60	PF00625	218	398
72043	60	PF00625	218	398
72053	60	PF00625	218	398
72052	60	PF00625	218	398
72049	60	PF00625	218	398
72025	60	PF00625	218	398
72055	60	PF00625	218	398
72059	60	PF00625	218	398
72036	60	PF12052	50	91
72031	60	PF12052	50	91
72040	60	PF12052	50	91
36379	62	PF00198	272	501
36364	62	PF00198	272	501
159884	62	PF00198	272	501
36380	62	PF00198	272	501
36384	62	PF00198	272	501
6177	62	PF00198	272	501
36388	62	PF00198	272	501
36342	62	PF00198	272	501
36381	62	PF00198	272	501
36350	62	PF00198	272	501
36351	62	PF00198	272	501
36352	62	PF00198	272	501
36386	62	PF00198	272	501
36353	62	PF00198	272	501
36382	62	PF00198	272	501
36387	62	PF00198	272	501
36370	62	PF00198	272	501
36343	62	PF00198	272	501
36354	62	PF00198	272	501
159880	62	PF00198	272	501
36385	62	PF00198	272	501
159883	62	PF00364	57	131
36359	62	PF00364	57	131
36355	62	PF00364	57	131
36373	62	PF00364	57	131
36374	62	PF02817	182	217
36341	62	PF02817	182	217
36362	62	PF02817	182	217
36363	62	PF02817	182	217
36345	62	PF02817	182	217
6179	62	PF02817	182	217
36346	62	PF02817	182	217
36375	62	PF02817	182	217
36347	62	PF02817	182	217
150391	66	PF00940	831	1230
150397	66	PF00940	831	1230
150393	66	PF00940	831	1230
150396	66	PF00940	831	1230
150394	66	PF14700	410	704
62874	69	PF00350	28	217
62870	69	PF00350	28	217
62893	69	PF00350	28	217
62856	69	PF00350	28	217
62892	69	PF00350	28	217
9680	69	PF00350	28	217
62882	69	PF00350	28	217
62881	69	PF00350	28	217
62857	69	PF00350	28	217
62875	69	PF00350	28	217
62880	69	PF00350	28	217
723	69	PF01031	225	510
9681	69	PF01031	225	510
62871	69	PF01031	225	510
62876	69	PF01031	225	510
62869	69	PF01031	225	510
62868	69	PF01031	225	510
62894	69	PF01031	225	510
62890	69	PF01031	225	510
62886	69	PF01031	225	510
62872	69	PF01031	225	510
62855	69	PF01031	225	510
62858	69	PF01031	225	510
62885	69	PF01031	225	510
62877	69	PF01031	225	510
62867	69	PF01031	225	510
62889	69	PF02212	639	730
62866	69	PF02212	639	730
62884	69	PF02212	639	730
62883	69	PF02212	639	730
157366	71	PF00792	703	843
148723	72	PF18190	591	697
148721	72	PF18190	591	697
148737	72	PF18190	591	697
148755	72	PF18190	591	697
148724	72	PF18409	699	807
148756	72	PF18409	699	807
148749	72	PF18409	699	807
148738	72	PF18409	699	807
169086	72	PF00069	12	265
22184	72	PF00069	12	265
148744	72	PF00069	12	265
148745	72	PF00069	12	265
148729	72	PF00069	12	265
148760	72	PF00069	12	265
148743	72	PF00069	12	265
148730	72	PF00069	12	265
148751	72	PF00069	12	265
148731	72	PF00069	12	265
148761	72	PF00069	12	265
148732	72	PF00069	12	265
140721	74	PF00017	622	696
140751	74	PF00017	330	405
140733	74	PF00017	330	405
140734	74	PF00017	330	405
140712	74	PF00017	330	405
140735	74	PF00017	330	405
140715	74	PF00017	330	405
140713	74	PF00017	330	405
140737	74	PF00620	125	263
140745	74	PF00620	125	263
140714	74	PF00620	125	263
140746	74	PF00620	125	263
140740	74	PF00620	125	263
168702	74	PF00620	125	263
140729	74	PF00620	125	263
140747	74	PF00620	125	263
140730	74	PF00620	125	263
2220	74	PF00620	125	263
3938	74	PF00620	125	263
140736	74	PF16454	428	596
168701	74	PF16454	428	596
140726	74	PF16454	428	596
140724	74	PF16454	428	596
140719	74	PF16454	428	596
140717	74	PF16454	428	596
140716	74	PF16454	428	596
140748	74	PF16454	428	596
140720	74	PF16454	428	596
147418	76	PF06522	11	78
78249	78	PF03114	18	268
78188	78	PF03114	18	268
78240	78	PF03114	18	268
78272	78	PF03114	18	268
78267	78	PF03114	18	268
78239	78	PF03114	18	268
78257	78	PF03114	18	268
11750	78	PF03114	18	268
78208	78	PF03114	18	268
78271	78	PF03114	18	268
1074	78	PF03114	18	268
78231	78	PF03114	18	268
78260	78	PF03114	18	268
78189	78	PF03114	18	268
78190	78	PF03114	18	268
78238	78	PF03114	18	268
78218	78	PF03114	18	268
78220	78	PF03114	18	268
78270	78	PF03114	18	268
78248	78	PF03114	18	268
78259	78	PF03114	18	268
78204	78	PF03114	18	268
78193	78	PF03114	18	268
78230	78	PF03114	18	268
78199	78	PF03114	18	268
78266	78	PF03114	18	268
78222	78	PF03114	18	268
78247	78	PF03114	18	268
78255	78	PF03114	18	268
78221	78	PF14604	527	590
78191	78	PF14604	527	590
78192	78	PF14604	527	590
78241	78	PF14604	527	590
78214	78	PF14604	527	590
163655	78	PF14604	527	590
163654	78	PF14604	527	590
78202	78	PF14604	527	590
78232	78	PF14604	527	590
78225	78	PF14604	527	590
78224	78	PF14604	527	590
78268	78	PF14604	527	590
66389	81	PF01425	95	562
66388	81	PF01425	95	562
66392	81	PF01425	95	562
66390	81	PF01425	95	562
66391	81	PF01425	95	562
162099	82	PF00373	517	640
9453	82	PF00373	517	640
59706	82	PF00373	517	640
9459	82	PF00373	517	640
162086	82	PF00373	517	640
9426	82	PF00373	517	640
9425	82	PF00373	517	640
9406	82	PF00373	517	640
9394	82	PF00373	517	640
23394	82	PF00373	517	640
9424	82	PF00373	517	640
9423	82	PF00373	517	640
9454	82	PF00373	517	640
9448	82	PF00373	517	640
9422	82	PF00373	517	640
9399	82	PF00373	517	640
162073	82	PF00373	517	640
9447	82	PF00373	517	640
9391	82	PF00373	517	640
162085	82	PF00373	517	640
9403	82	PF00373	517	640
162072	82	PF00373	517	640
9460	82	PF00373	517	640
59719	82	PF00373	517	640
162071	82	PF00373	517	640
9421	82	PF00373	517	640
59740	82	PF16705	22	198
59700	82	PF16705	22	198
59742	82	PF16705	22	198
59737	82	PF16705	22	198
9446	82	PF16705	22	198
9392	82	PF16705	22	198
162081	82	PF16705	22	198
9461	82	PF16705	22	198
59736	82	PF16705	22	198
59730	82	PF16705	22	198
9445	82	PF16705	22	198
162097	82	PF16705	22	198
59733	82	PF16705	22	198
59705	82	PF16705	22	198
59703	82	PF16705	22	198
9444	82	PF16705	22	198
59744	82	PF16705	22	198
59725	82	PF16705	22	198
9405	82	PF16705	22	198
59697	82	PF16705	22	198
59711	82	PF16705	22	198
162096	82	PF16705	22	198
59714	82	PF16705	22	198
59715	82	PF16705	22	198
162098	82	PF16705	22	198
162095	82	PF16705	22	198
59712	82	PF16705	22	198
162104	82	PF16705	22	198
9464	82	PF16705	22	198
9443	82	PF16705	22	198
59728	82	PF16705	22	198
59724	82	PF16705	22	198
9437	82	PF00023	320	352
9413	82	PF00023	320	352
162067	82	PF00023	320	352
162075	82	PF00023	320	352
9412	82	PF00023	320	352
9436	82	PF00023	320	352
59707	82	PF00023	320	352
59721	82	PF00023	320	352
154363	83	PF00041	917	1005
154362	83	PF00041	713	796
154367	83	PF00047	519	604
154366	83	PF00047	519	604
154360	83	PF13927	234	314
154361	83	PF07679	423	511
156903	86	PF04006	25	594
156904	86	PF04006	25	594
156905	86	PF04006	25	594
156906	86	PF04006	25	594
150279	88	PF00270	204	392
169201	88	PF00270	204	392
22323	88	PF00270	204	392
22298	88	PF00270	204	392
150242	88	PF00270	204	392
22297	88	PF00270	204	392
2403	88	PF00270	204	392
169216	88	PF00270	204	392
22325	88	PF00270	204	392
150255	88	PF00270	204	392
150302	88	PF00270	204	392
150305	88	PF00270	204	392
169200	88	PF00270	204	392
150267	88	PF00270	204	392
22316	88	PF00270	204	392
22305	88	PF00270	204	392
22299	88	PF00270	204	392
169218	88	PF00270	204	392
150280	88	PF00270	204	392
150286	88	PF00270	204	392
22301	88	PF00270	204	392
2402	88	PF00270	204	392
22308	88	PF00270	204	392
22309	88	PF00270	204	392
150301	88	PF00270	204	392
150241	88	PF00270	204	392
150256	88	PF00270	204	392
169210	88	PF00270	204	392
169199	88	PF00270	204	392
150257	88	PF00270	204	392
169208	88	PF00270	204	392
150292	88	PF00270	204	392
169219	88	PF00270	204	392
2400	88	PF00270	204	392
150248	88	PF00270	204	392
22327	88	PF00270	204	392
150281	88	PF00270	204	392
150239	88	PF00270	204	392
150273	88	PF00270	204	392
150271	88	PF00270	204	392
150245	88	PF00270	204	392
150240	88	PF00270	204	392
22300	88	PF00270	204	392
150299	88	PF00270	204	392
150234	88	PF00270	204	392
150258	88	PF00270	204	392
150296	88	PF00270	204	392
22302	88	PF00271	426	536
22306	88	PF00271	426	536
22293	88	PF00271	426	536
169206	88	PF00271	426	536
150309	88	PF00271	426	536
169215	88	PF00271	426	536
22328	88	PF00271	426	536
150295	88	PF00271	426	536
150259	88	PF00271	426	536
150275	88	PF00271	426	536
150308	88	PF00271	426	536
150287	88	PF00271	426	536
3392	88	PF00271	426	536
150289	88	PF00271	426	536
150260	88	PF00271	426	536
150303	88	PF00271	426	536
22304	88	PF00271	426	536
150306	88	PF00271	426	536
150236	88	PF00271	426	536
22295	88	PF00271	426	536
150235	88	PF00271	426	536
150261	88	PF00271	426	536
150244	88	PF00271	426	536
150285	88	PF00271	426	536
150291	88	PF00271	426	536
150266	88	PF00271	426	536
22317	88	PF00271	426	536
150300	88	PF00271	426	536
150262	88	PF00271	426	536
150238	88	PF00271	426	536
22294	88	PF00271	426	536
150310	88	PF00271	426	536
22329	88	PF00271	426	536
150288	88	PF00271	426	536
150237	88	PF00271	426	536
150311	88	PF00271	426	536
22310	88	PF00271	426	536
169217	88	PF00271	426	536
150263	88	PF00271	426	536
150269	88	PF00271	426	536
150270	88	PF00271	426	536
150264	88	PF00271	426	536
150293	88	PF00271	426	536
150282	88	PF00271	426	536
22303	88	PF00271	426	536
27926	89	PF00445	34	213
27920	89	PF00445	34	213
27916	89	PF00445	34	213
27918	89	PF00445	34	213
27917	89	PF00445	34	213
27911	89	PF00445	34	213
27925	89	PF00445	34	213
2941	91	PF04757	26	267
163068	91	PF04757	26	267
10902	91	PF04757	26	267
72348	91	PF04757	26	267
72351	91	PF04757	26	267
23487	91	PF04757	26	267
10909	91	PF04757	26	267
72378	91	PF04757	26	267
72390	91	PF04757	26	267
921	91	PF04757	26	267
163062	91	PF04757	26	267
163067	91	PF04757	26	267
10908	91	PF04757	26	267
72385	91	PF04757	26	267
10899	91	PF04757	26	267
72346	91	PF04757	26	267
72393	91	PF04757	26	267
72365	91	PF04757	26	267
72389	91	PF04757	26	267
72377	91	PF04757	26	267
72370	91	PF04757	26	267
72376	91	PF04757	26	267
163057	91	PF04757	26	267
72353	91	PF04757	26	267
72358	91	PF04757	26	267
72359	91	PF04757	26	267
919	91	PF04757	26	267
923	91	PF04757	26	267
72362	91	PF04757	26	267
72388	91	PF04757	26	267
2943	91	PF04757	26	267
72382	91	PF04757	26	267
72375	91	PF04757	26	267
10914	91	PF04757	26	267
72349	91	PF04757	26	267
72354	91	PF04757	26	267
72369	91	PF04757	26	267
163061	91	PF04757	26	267
920	91	PF04757	26	267
10913	91	PF04757	26	267
163055	91	PF04757	26	267
72386	91	PF04757	26	267
72387	91	PF04757	26	267
72384	91	PF04757	26	267
72383	91	PF04757	26	267
163066	91	PF04757	26	267
3617	91	PF04757	26	267
163056	91	PF04757	26	267
163065	91	PF04757	26	267
10901	91	PF04757	26	267
72367	91	PF04757	26	267
72392	91	PF04757	26	267
163060	91	PF04757	26	267
72366	91	PF04757	26	267
72391	91	PF04757	26	267
10904	91	PF04757	26	267
10897	91	PF04757	26	267
72368	91	PF04757	26	267
163054	91	PF04757	26	267
72355	91	PF04757	26	267
10896	91	PF04757	26	267
72371	91	PF04757	26	267
72363	91	PF04757	26	267
72361	91	PF04757	26	267
10907	91	PF04757	26	267
72374	91	PF04757	26	267
72356	91	PF04757	26	267
10898	91	PF04757	26	267
10912	91	PF04757	26	267
2942	91	PF04757	26	267
10903	91	PF04757	26	267
163063	91	PF04757	26	267
72381	91	PF04757	26	267
72405	92	PF00400	102	141
163077	92	PF00400	102	141
163071	92	PF00400	102	141
163078	92	PF00400	102	141
72433	92	PF00400	102	141
163079	92	PF00400	102	141
72402	92	PF00400	102	141
72400	92	PF00400	102	141
163070	92	PF00400	232	271
72413	92	PF00400	232	271
72416	92	PF00400	232	271
163082	92	PF00400	232	271
72404	92	PF00400	232	271
10922	92	PF00400	232	271
72417	92	PF00400	232	271
72431	92	PF00400	232	271
10927	92	PF00400	232	271
72420	92	PF00400	145	184
72429	92	PF00400	145	184
10920	92	PF00400	145	184
72422	92	PF00400	145	184
23489	92	PF00400	145	184
10929	92	PF00400	145	184
10921	92	PF00400	145	184
72424	92	PF00400	58	96
10917	92	PF00400	58	96
72421	92	PF00400	58	96
72410	92	PF00400	58	96
10923	92	PF00400	58	96
72414	92	PF00400	58	96
10928	92	PF00400	58	96
72434	92	PF00400	58	96
163076	92	PF00400	58	96
157877	96	PF00168	1517	1626
157876	96	PF00168	1517	1626
157881	96	PF00787	1392	1477
156618	98	PF08543	71	284
156617	98	PF08543	71	284
156616	98	PF08543	71	284
22979	104	PF01825	882	932
142895	105	PF00041	290	374
142897	105	PF00102	912	1142
142899	105	PF00102	912	1142
142900	105	PF00102	1202	1436
142902	105	PF00102	1202	1436
142893	105	PF00102	1202	1436
142894	105	PF00102	1202	1436
142896	105	PF00629	32	190
150370	109	PF00169	1444	1563
150353	109	PF00780	1601	1861
150359	109	PF00780	1601	1861
150361	109	PF00780	1601	1861
150356	109	PF00780	1601	1861
150360	109	PF00780	1601	1861
150348	109	PF00069	97	360
150349	109	PF00069	97	360
169221	109	PF00069	97	360
150362	109	PF00069	97	360
150347	109	PF00069	97	360
150358	109	PF00069	97	360
169222	109	PF00069	97	360
150350	109	PF00069	97	360
150372	109	PF00069	97	360
153489	110	PF00008	1012	1042
156024	114	PF00778	13	89
22751	115	PF00176	484	765
154667	115	PF00176	484	765
154673	115	PF00176	484	765
157344	116	PF00145	4	391
108170	120	PF00078	802	915
108348	120	PF00078	802	915
108464	120	PF00078	802	915
108463	120	PF00078	802	915
108218	120	PF00078	802	915
108336	120	PF00078	802	915
108115	120	PF00078	802	915
108605	120	PF00078	802	915
108462	120	PF00078	802	915
108380	120	PF00078	802	915
108379	120	PF00078	802	915
108231	120	PF00078	802	915
108158	120	PF00078	802	915
108196	120	PF00078	802	915
108461	120	PF00078	802	915
108169	120	PF00078	802	915
108378	120	PF00078	802	915
108604	120	PF00078	802	915
108230	120	PF00078	802	915
108131	120	PF00078	802	915
108306	120	PF00078	802	915
17567	120	PF00078	802	915
108289	120	PF00078	802	915
108284	120	PF00078	802	915
108145	120	PF00078	802	915
108603	120	PF00078	802	915
108247	120	PF00078	802	915
108335	120	PF00078	802	915
108113	120	PF00078	802	915
108119	120	PF00078	802	915
108536	120	PF00078	802	915
108551	120	PF00078	802	915
108323	120	PF00078	802	915
108538	120	PF00078	802	915
108132	120	PF00078	802	915
108602	120	PF00078	802	915
108535	120	PF00078	802	915
108550	120	PF00078	802	915
108578	120	PF00078	802	915
108549	120	PF00078	802	915
108246	120	PF00078	802	915
108283	120	PF00078	802	915
108116	120	PF00078	802	915
108245	120	PF00078	802	915
166595	120	PF00078	802	915
108112	120	PF00078	802	915
108141	120	PF00078	802	915
108334	120	PF00078	802	915
108377	120	PF00078	802	915
108259	120	PF00078	802	915
1651	120	PF12009	460	592
108451	120	PF12009	460	592
108290	120	PF12009	460	592
108340	120	PF12009	460	592
108282	120	PF12009	460	592
108554	120	PF12009	460	592
166597	120	PF12009	460	592
108407	120	PF12009	460	592
108485	120	PF12009	460	592
166593	120	PF12009	460	592
108311	120	PF12009	460	592
108610	120	PF12009	460	592
108123	120	PF12009	460	592
108209	120	PF12009	460	592
108181	120	PF12009	460	592
108310	120	PF12009	460	592
108237	120	PF12009	460	592
108297	120	PF12009	460	592
108406	120	PF12009	460	592
108484	120	PF12009	460	592
108405	120	PF12009	460	592
108483	120	PF12009	460	592
108180	120	PF12009	460	592
108350	120	PF12009	460	592
108482	120	PF12009	460	592
108179	120	PF12009	460	592
108481	120	PF12009	460	592
108640	120	PF12009	460	592
108480	120	PF12009	460	592
